image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
240,a tree and pole next to a sidewalk with buildings in the background,9,5,4,0,1,"['a tree and pole next to a promenade with buildings in the background', 'a shrub and pole next to a sidewalk with buildings in the background', 'a cactus and pole next to a sidewalk with buildings in the background', 'a tree and pole next to a sidewalk with graffiti in the background', 'a tree and pole next to a boardwalk with buildings in the background']",6.0,11.0,599.0,520.0
256,a window on the front of a building with a curtain inside. there is a wall of glass behind the window.,9,5,4,0,1,"['a grille on the front of a building with a curtain inside. there is a wall of glass behind the window.', 'a window on the front of a building with a curtain around. there is a wall of glass behind the window.', 'a window on the front of a door with a curtain inside. there is a wall of glass behind the window.', 'a window on the front of a wall with a curtain inside. there is a wall of glass behind the window.', 'a window on the front of a building with a bar inside. there is a wall of glass behind the window.']",2.0,128.0,447.0,261.0
311,a house with three windows and a fence in front of it.,9,5,4,0,1,"['a hut with three windows and a fence in front of it.', 'a house with three windows and a dam in front of it.', 'a house with three windows and a fence in fracrosst of it.', 'a house with three foots and a fence in front of it.', 'a house with three windows and a rail in front of it.']",342.0,21.0,456.0,321.0
337,wall on building. window on building. another wall on building. another window on building.,9,5,4,0,1,"['wall on ground. window on building. another wall on building. another window on building.', 'wall on wall. window on building. another wall on building. another window on building.', 'wall across building. window on building. another wall on building. another window on building.', 'gallery on building. window on building. another wall on building. another window on building.', 'wall below building. window on building. another wall on building. another window on building.']",2.0,1.0,411.0,400.0
381,a computer on a shelf with a light reflecting off of it. there are chords under the computer and a keyboard on the computer.,9,5,4,0,1,"['a shelf on a shelf with a light reflecting off of it. there are chords under the computer and a keyboard on the computer.', 'a mirror on a shelf with a light reflecting off of it. there are chords under the computer and a keyboard on the computer.', 'a computer on a shelf with a light reflecting off of it. there are chords near the computer and a keyboard on the computer.', 'a computer on a shelf with a light reflecting off of it. there are chords under the computer and a line on the computer.', 'a computer on a shelf with a light reflecting off of it. there are chords under the computer and a button on the computer.']",97.0,13.0,701.0,537.0
406,"dvd's, a box, and wine glasses on a shelf on a wall.",9,5,4,0,1,"[""dvd's, a film, and wine glasses on a shelf on a wall."", ""dvd's, a box, and wine glasses on a shelf on a bar."", ""dvd's, a box, and wine glasses on a shelf on a corner."", ""dvd's, a box, and wine glasses on a rack on a wall."", ""dvd's, a recorder, and wine glasses on a shelf on a wall.""]",520.0,24.0,279.0,356.0
408,a man using a computer and sitting on a black and gray chair,9,5,2,2,3,"['a patient using a computer and sitting on a black and gray chair', 'a boy using a computer and sitting on a black and gray chair', 'a man using a lamp and sitting on a black and gray chair', 'a man using a computer and sitting on a black and gray desk', 'a man using a computer and sitting on a white and gray chair']",306.0,202.0,404.0,373.0
426,"three windows on a building, with a wall on one side",9,5,4,0,1,"['three windows below a building, with a wall on one side', 'three bucks on a building, with a wall on one side', 'three windows on a building, with a courtyard on one side', 'three windows across a building, with a wall on one side', 'three windows on a corner, with a wall on one side']",350.0,0.0,408.0,238.0
462,letters on a billboard on top of a building,9,5,4,0,1,"['letters on a billboard on top of a film', 'letters on a billboard on top of a future', 'prints on a billboard on top of a building', 'letters under a billboard on top of a building', 'lines on a billboard on top of a building']",308.0,3.0,492.0,444.0
508,"toilet paper and tissues on a tank, with a towel hanging on the wallpaper behind them.",9,5,4,0,2,"['toilet paper and tissues on a tank, with a tag hanging on the wallpaper behind them.', 'toilet paper and ass on a tank, with a towel hanging on the wallpaper behind them.', 'toilet paper and tissues on a car, with a towel hanging on the wallpaper behind them.', 'toilet paper and tissues on a tank, with a towel hanging on the cork behind them.', 'toilet paper and tissues on a machine, with a towel hanging on the wallpaper behind them.']",0.0,1.0,568.0,320.0
530,a car driving on a road in front of a house with a window and a flag,9,5,4,0,1,"['a car driving on a road in front of a house with a window and a cross', 'a car driving on a road in front of a box with a window and a flag', 'a car driving across a road in front of a house with a window and a flag', 'a car driving on a road in front of a billboard with a window and a flag', 'a car driving on a hill in front of a house with a window and a flag']",33.0,29.0,719.0,562.0
533,"tray, cup, book and light on a table",9,5,4,0,1,"['tray, cup, printing and light on a table', 'tray, cup, book and light on a center', 'tray, cup, mag and light on a table', 'tray, bag, book and light on a table', 'tray, bowl, book and light on a table']",45.0,170.0,342.0,428.0
586,four signs on a building,9,5,4,0,1,"['four signs across a building', 'four signs on a bridge', 'four signs below a building', 'four cons on a building', 'four signs on a cross']",203.0,1.0,521.0,332.0
665,fingers on a hand,9,5,4,0,1,"['claws on a hand', 'fingers on a claw', 'fingers on a fin', 'fingers across a hand', 'fingers under a hand']",516.0,0.0,277.0,254.0
683,whiskers on a seal's head,9,5,4,0,1,"[""braid on a seal's head"", ""whiskers on a knot's head"", ""whiskers on a seal's tail"", ""whiskers on a dog's head"", ""whiskers on a seal's neck""]",327.0,32.0,392.0,365.0
696,"a monkey with hands, head, and tail. there is hair on the monkey's hands.",9,5,4,0,1,"[""a monkey with hands, hair, and tail. there is hair on the monkey's hands."", ""a munderkey with hands, head, and tail. there is hair on the monkey's hands."", ""a monkey with hands, head, and neck. there is hair on the monkey's hands."", ""a monkey with hands, head, and tail. there is cinnamon on the monkey's hands."", ""a mbelowkey with hands, head, and tail. there is hair on the monkey's hands.""]",132.0,221.0,162.0,304.0
701,mountain in the background with grass and dirt; there are bushes on the mountain,9,5,4,0,1,"['mountain in the end with grass and dirt; there are bushes on the mountain', 'mountain in the background with grass and dirt; there are hop on the mountain', 'mountain in the background with bamboo and dirt; there are bushes on the mountain', 'mountaabove in the background with grass and dirt; there are bushes on the mountain', 'mountain in the wild with grass and dirt; there are bushes on the mountain']",52.0,102.0,712.0,375.0
716,a walkway made of ground with trash on it; there is a door partially below the ground.,9,5,4,0,1,"['a walkway made of ground with dirt on it; there is a door partially below the ground.', 'a passageway made of ground with trash on it; there is a door partially below the ground.', 'a walkway made of ice with trash on it; there is a door partially below the ground.', 'a walkway made of ground with trash on it; there is a hedge partially below the ground.', 'a walkway made of ground with wood on it; there is a door partially below the ground.']",3.0,469.0,596.0,329.0
759,a scooter with two tires and handlebars in front of a building,9,5,4,0,1,"['a scooter with two tires and rails in front of a building', 'a scooter with two collars and handlebars in front of a building', 'a scooter with two tires and handlebars in front of a door', 'a scooter with two tires and handlebars in front of a field', 'a lifeboat with two tires and handlebars in front of a building']",46.0,10.0,398.0,420.0
802,a car with a light and license plate in front of a building with a sign.,9,5,4,0,1,"['a truck with a light and license plate in front of a building with a sign.', 'a car with a infrared and license plate in front of a building with a sign.', 'a motorcycle with a light and license plate in front of a building with a sign.', 'a car with a light and license plate in front of a door with a sign.', 'a car with a light and license plate in front of a building with a story.']",385.0,0.0,410.0,567.0
836,a bus and a van near a road with a sign and a rail,9,5,4,0,2,"['a bus and a van in a road with a sign and a rail', 'a train and a van near a road with a sign and a rail', 'a bus and a deco near a road with a sign and a rail', 'a bus and a van near a road with a sign and a lever', 'a bus and a van near a road with a case and a rail']",19.0,160.0,687.0,390.0
846,"a bench with an arm rest in a park, next to a garbage can.",9,5,4,0,1,"['a bench with an arm rest around a park, next to a garbage can.', 'a box with an arm rest in a park, next to a garbage can.', 'a bench with an arm rest in a bush, next to a garbage can.', 'a bench with an arm rest over a park, next to a garbage can.', 'a bench with an arm rest in a square, next to a garbage can.']",7.0,126.0,792.0,469.0
871,signs with letters on the ground and on a pole,9,6,3,0,3,"['signs with letters on the water and on a pole', 'signs with letters on the ground and on a style', 'signs with letters across the ground and on a pole', 'signs with letters on the ground and on a server', 'signs with fashion on the ground and on a pole']",1.0,0.0,798.0,597.0
885,desk with drawers and a monitor; a stapler is on the desk,9,5,4,0,1,"['desk with briefs and a monitor; a stapler is on the desk', 'desk with drawers and a monitor; a weapon is on the desk', 'desk with thong and a monitor; a stapler is on the desk', 'console with drawers and a monitor; a stapler is on the desk', 'desk with drawers and a munderitor; a stapler is on the desk']",7.0,82.0,619.0,515.0
888,van driving down a street with three windows,9,5,4,0,1,"['van driving down a street with three foots', 'labor driving down a street with three windows', 'van driving down a expressway with three windows', 'van driving down a freeway with three windows', 'van driving down a street with three bucks']",104.0,47.0,359.0,415.0
964,a guy with a scarf around his neck and glasses on his face. he is standing on the sidewalk.,9,6,3,0,3,"['a guy with a scarf around his neck and glasses on his face. he is standing on the promenade.', 'a guy with a scarf around his neck and glasses on his face. he is standing on the boardwalk.', 'a guy with a scarf at his neck and glasses on his face. he is standing on the sidewalk.', 'a guy with a sweater around his neck and glasses on his face. he is standing on the sidewalk.', 'a guy with a scarf around his waist and glasses on his face. he is standing on the sidewalk.']",195.0,28.0,372.0,571.0
1043,"a lady with a shirt and hair, sitting at a table with food in a bowl",9,6,3,0,3,"['a lady with a shirt and hair, sitting at a center with food in a bowl', 'a lady with a shirt and hair, sitting at a table with food in a tray', 'a lady with a hat and hair, sitting at a table with food in a bowl', 'a lady with a shirt and feather, sitting at a table with food in a bowl', 'a lady with a shirt and hair, sitting at a column with food in a bowl']",2.0,95.0,491.0,246.0
1098,"four pillows on a bed, with a pillow on top of each pillow.",9,5,4,0,1,"['four mats on a bed, with a pillow on top of each pillow.', 'four panels on a bed, with a pillow on top of each pillow.', 'four pillows below a bed, with a pillow on top of each pillow.', 'four pillows on a sofa, with a pillow on top of each pillow.', 'four pillows across a bed, with a pillow on top of each pillow.']",281.0,179.0,345.0,234.0
1148,bags of groceries in a grocery store with a sign,9,5,4,0,1,"['bags of groceries around a grocery store with a sign', 'boxs of groceries in a grocery store with a sign', 'bags of groceries over a grocery store with a sign', 'bins of groceries in a grocery store with a sign', 'bags of groceries in a grocery store with a story']",1.0,2.0,797.0,594.0
1177,bread and debris on a table with a chair at the top,9,5,4,0,1,"['bread and debris on a table with a chair at the center', 'bread and debris on a table with a chair across the top', 'bread and debris on a table with a box at the top', 'bread and debris below a table with a chair at the top', 'bread and stool on a table with a chair at the top']",187.0,194.0,325.0,189.0
1184,"stainless steel jar with utensils, sink and drying rack, and faucet on sink",9,5,3,1,2,"['stainless steel jar with utensils, sink and drying rack, and push on sink', 'stainless steel jar with utensils, sink and drying rack, and faucet inside sink', 'stainless steel jar with utensils, toilet and drying rack, and faucet on sink', 'stainless steel jar with utensils, stool and drying rack, and faucet on sink', 'stainless steel jar with utensils, sink and drying rack, and faucet across sink']",349.0,261.0,443.0,234.0
1196,boy swimming in a pool with a ladder. there is a statue in another pool in the background.,9,6,3,0,3,"['boy swimming in a hole with a ladder. there is a statue in another pool in the background.', 'boy swimmoverg in a pool with a ladder. there is a statue in another pool in the background.', 'boy swimming in a pool with a ladder. there is a marble in another pool in the background.', 'woman swimming in a pool with a ladder. there is a statue in another pool in the background.', 'boy swimming in a well with a ladder. there is a statue in another pool in the background.']",0.0,47.0,719.0,431.0
1255,three posts in front of a building; there is a sign on the building,9,5,4,0,1,"['three posts in front of a building; there is a story on the building', 'three posts in front of a platform; there is a sign on the building', 'three stops in front of a building; there is a sign on the building', 'three posts in frbelowt of a building; there is a sign on the building', 'three posts in front of a building; there is a imprint on the building']",25.0,37.0,456.0,313.0
1269,person in shirt and shorts looking at electronics and records in a van,9,6,3,0,3,"['person in shirt and shorts looking at electronics and records in a symbolism', 'person in shirt and shorts looking at electronics and clue in a van', 'stuff in shirt and shorts looking at electronics and records in a van', 'dwarf in shirt and shorts looking at electronics and records in a van', 'person in shirt and shorts looking at electronics and records in a labor']",5.0,7.0,793.0,524.0
1277,a chair with a cushion and an armrest. there is a plant in a planter.,9,6,3,0,3,"['a chair with a cushion and an upright. there is a plant in a planter.', 'a chair with a cushion and an armrest. there is a pit in a planter.', 'a chair with a cushiacross and an armrest. there is a plant in a planter.', 'a sofa with a cushion and an armrest. there is a plant in a planter.', 'a chair with a cushion and an strap. there is a plant in a planter.']",70.0,134.0,311.0,255.0
1310,a couch with cushions,9,5,4,0,1,"['a couch with cushiunders', 'a couch with cushiinsides', 'a couch with seats', 'a desk with cushions', 'a bench with cushions']",31.0,276.0,384.0,202.0
1363,a boat in the water with foam and a rainbow in the sky,9,6,3,0,3,"['a boat in the air with foam and a rainbow in the sky', 'a boat in the water with foam and a limb in the sky', 'a boat around the water with foam and a rainbow in the sky', 'a galley in the water with foam and a rainbow in the sky', 'a boat in the water with foam and a rainbow in the breath']",4.0,8.0,379.0,228.0
1382,a person on the sidewalk in front of a building with a window and entrance,9,5,4,0,1,"['a location on the sidewalk in front of a building with a window and entrance', 'a person on the sidewalk in front of a bar with a window and entrance', 'a person on the sidewalk in front of a building with a window and drive', 'a persbelow on the sidewalk in front of a building with a window and entrance', 'a person on the sidewalk in front of a sign with a window and entrance']",251.0,7.0,548.0,592.0
1388,a trunk with a computer on it and a monitor with a white screen,9,4,4,1,2,"['a trunk with a computer across it and a monitor with a white screen', 'a trunk with a computer on it and a boss with a white screen', 'a trunk with a computer on it and a monitor with a white band', 'a pad with a computer on it and a monitor with a white screen', 'a trunk with a light on it and a monitor with a white screen']",125.0,158.0,391.0,273.0
1424,manhole on road with cars and boxes near a pole,9,5,4,0,1,"['manhole across road with cars and boxes near a pole', 'manhole on road with cars and boxes near a runway', 'manhole on road with cars and furniture near a pole', 'manhole on road with truck and boxes near a pole', 'manhole on road with cars and boxes in a pole']",134.0,188.0,666.0,411.0
1435,trees in a city and in the woods,9,6,3,0,3,"['trees in a commonwealth and in the woods', 'ferns in a city and in the woods', 'ivys in a city and in the woods', 'trees in a kingdom and in the woods', 'trees across a city and in the woods']",63.0,40.0,712.0,557.0
1441,windows on a building,9,5,4,0,1,"['woverdows on a building', 'bucks on a building', 'windows under a building', 'wbelowdows on a building', 'windows on a corner']",0.0,1.0,396.0,355.0
1449,a front window with two other windows,9,4,3,2,1,"['a front window with two same windows', 'a front grill with two other windows', 'a frinsidet window with two other windows', 'a frundert window with two other windows', 'a top window with two other windows']",82.0,72.0,235.0,353.0
1451,"a window, door, and stairs on a house; there is a sign on the house",9,5,4,0,1,"['a window, door, and driveway on a house; there is a sign on the house', 'a window, door, and entry on a house; there is a sign on the house', 'a basement, door, and stairs on a house; there is a sign on the house', 'a horse, door, and stairs on a house; there is a sign on the house', 'a window, bar, and stairs on a house; there is a sign on the house']",482.0,130.0,316.0,253.0
1453,a line of trees,9,5,4,0,1,"['a line of clovers', 'a wreath of trees', 'a lundere of trees', 'a series of trees', 'a line of simples']",10.0,13.0,609.0,416.0
1528,"sign, balcony, and wall on a building; flag hanging from the building",9,5,4,0,1,"['sign, balcony, and wall on a building; bar hanging from the building', 'sign, balcacrossy, and wall on a building; flag hanging from the building', 'sign, panel, and wall on a building; flag hanging from the building', 'file, balcony, and wall on a building; flag hanging from the building', 'sign, balcony, and boss on a building; flag hanging from the building']",3.0,1.0,422.0,597.0
1540,a tree and a plant on a sidewalk next to a street,9,6,3,0,3,"['a tree and a branch on a sidewalk next to a street', 'a tree and a plant on a sidewalk next to a motorway', 'a tree and a frame on a sidewalk next to a street', 'a tree and a plant on a alley next to a street', 'a tree and a plant on a promenade next to a street']",1.0,0.0,797.0,596.0
1558,"a woman wearing a shirt and holding a creme, with a shelter over some patrons and people",9,6,3,0,3,"['a woman wearing a shirt and holding a creme, with a lead over some patrons and people', 'a woman wearing a shirt and holding a creme, with a shelter over some patrons and man', 'a boy wearing a shirt and holding a creme, with a shelter over some patrons and people', 'a woman wearing a shirt and holding a creme, with a shelter under some patrons and people', 'a woman wearing a apron and holding a creme, with a shelter over some patrons and people']",254.0,173.0,308.0,303.0
1564,"a tree next to a building with a window, and another tree next to the building",9,5,3,1,2,"['a cactus next to a building with a window, and another tree next to the building', 'a tree next to a porch with a window, and another tree next to the building', 'a simple next to a building with a window, and another tree next to the building', 'a tree next to a building with a base, and another tree next to the building', 'a tree next to a door with a window, and another tree next to the building']",73.0,2.0,563.0,299.0
1575,"trees, buildings, and a river under a sky",9,5,4,0,1,"['trees, fields, and a river under a sky', 'ivy, buildings, and a river under a sky', 'trees, stone, and a river under a sky', 'sage, buildings, and a river under a sky', 'trees, hills, and a river under a sky']",3.0,4.0,636.0,475.0
1594,"a pumpkin sitting on a step, with two other pumpkins on the porch.",9,5,3,1,2,"['a pumpkin sitting on a step, with two same pumpkins on the porch.', 'a pepper sitting on a step, with two other pumpkins on the porch.', 'a pumpkin sitting on a device, with two other pumpkins on the porch.', 'a pumpkin sitting on a step, with two other pumpkins on the floor.', 'a pumpkin sitting across a step, with two other pumpkins on the porch.']",1.0,0.0,758.0,597.0
1724,a white truck and small car on an expressway by a fence,9,4,3,2,1,"['a red truck and small car on an expressway by a fence', 'a white truck and small truck on an expressway by a fence', 'a black truck and small car on an expressway by a fence', 'a white truck and small car on an expressway under a fence', 'a white truck and large car on an expressway by a fence']",3.0,1.0,244.0,253.0
1792,"a car with a license plate, a bike next to it, and a light and window on the car.",9,5,4,0,1,"['a car with a license plate, a bike next to it, and a light and frame on the car.', 'a car with a license plate, a bike next to it, and a infrared and window on the car.', 'a car with a license plate, a bike next to it, and a light and window below the car.', 'a car with a license plate, a machine next to it, and a light and window on the car.', 'a car with a license third, a bike next to it, and a light and window on the car.']",0.0,23.0,711.0,455.0
1816,people walking street. woman with hair. man walking people. there is a vest.,9,6,3,0,3,"['people walking street. boy with hair. man walking people. there is a vest.', 'people walking street. woman with hair. man walking people. there is a hat.', 'man walking street. woman with hair. man walking people. there is a vest.', 'voice walking street. woman with hair. man walking people. there is a vest.', 'people walking street. wogirl with hair. man walking people. there is a vest.']",579.0,312.0,211.0,285.0
1820,mask on man in mural in room with woman,9,5,4,0,1,"['mask on man in illumination in room with woman', 'mask below man in mural in room with woman', 'mask on man in mural in gallery with woman', 'mask on man in mural in house with woman', 'mask on head in mural in room with woman']",8.0,41.0,775.0,531.0
1883,there is a sign on the boat. there are three seats on the boat.,9,5,4,0,1,"['there is a sign across the boat. there are three seats on the boat.', 'there is a story on the boat. there are three seats on the boat.', 'there is a sign under the boat. there are three seats on the boat.', 'there is a sign on the galley. there are three seats on the boat.', 'there is a file on the boat. there are three seats on the boat.']",189.0,96.0,609.0,501.0
1886,"a car driving alongside a road, with a fence next to it, and green writing on a building",9,5,3,1,2,"['a car driving alacrossgside a road, with a fence next to it, and green writing on a building', 'a car driving alongside a field, with a fence next to it, and green writing on a building', 'a tank driving alongside a road, with a fence next to it, and green writing on a building', 'a car driving alongside a road, with a fence next to it, and green framing on a building', 'a car driving alongside a road, with a fence next to it, and green arrangement on a building']",1.0,7.0,643.0,587.0
1925,a building with a window near some grass; the sky is above the building and there is snow on the ground,9,5,4,0,1,"['a building with a window in some grass; the sky is above the building and there is snow on the ground', 'a building with a window near some grass; the sky is inside the building and there is snow on the ground', 'a building with a window near some grass; the helium is above the building and there is snow on the ground', 'a building with a basement near some grass; the sky is above the building and there is snow on the ground', 'a building with a window on some grass; the sky is above the building and there is snow on the ground']",128.0,5.0,418.0,583.0
2011,tv on top of dresser with a paper. there is a drawer with a knob.,9,5,4,0,1,"['tv on top of dresser with a paper. there is a door with a knob.', 'tv on top of dresser with a paper. there is a bathroom with a knob.', 'tv on top of dresser with a paper. there is a drawer with a screen.', 'radio on top of dresser with a paper. there is a drawer with a knob.', 'tv on top of cabinet with a paper. there is a drawer with a knob.']",148.0,40.0,496.0,555.0
2012,backpack and pillows on a bed,9,5,4,0,1,"['backpack and pillows under a bed', 'bath and pillows on a bed', 'skin and pillows on a bed', 'backpack and pillows across a bed', 'backpack and mats on a bed']",180.0,176.0,530.0,312.0
2019,"a clock, remote, paper, and pen on top of a night stand",9,5,4,0,1,"['a watch, remote, paper, and pen on top of a night stand', 'a clock, comb, paper, and pen on top of a night stand', 'a clock, remote, paper, and marker on top of a night stand', 'a clock, close, paper, and pen on top of a night stand', 'a clock, remote, water, and pen on top of a night stand']",156.0,403.0,350.0,193.0
2028,"a lamp, can, and item on a counter with a picture above it",9,5,4,0,1,"['a lamp, can, and item on a counter with a picture inside it', 'a lamp, box, and item on a counter with a picture above it', 'a lamp, can, and slot on a counter with a picture above it', 'a lamp, can, and item on a counter with a picture under it', 'a lamp, can, and item on a counter with a job above it']",112.0,7.0,427.0,579.0
2034,a car parked next to a rail next to a door of a house near a tree,9,5,4,0,2,"['a car parked next to a rail next to a hedge of a house near a tree', 'a cat parked next to a rail next to a door of a house near a tree', 'a car parked next to a rail next to a door of a hotel near a tree', 'a car parked next to a rail next to a door of a room near a tree', 'a car parked next to a rail next to a door of a house near a bush']",3.0,9.0,769.0,501.0
2050,three steps on a staircase; there is a top on the staircase,9,5,4,0,1,"['three steps on a staircase; there is a gap on the staircase', 'three steps on a side; there is a top on the staircase', 'three steps on a staircase; there is a corner on the staircase', 'three steps on a landing; there is a top on the staircase', 'three devices on a staircase; there is a top on the staircase']",65.0,512.0,327.0,286.0
2070,a window with rectangular panels and two windows built into a room,9,5,3,1,2,"['a window with rectangular projection and two windows built into a room', 'a window with rectangular panels and two windows built into a frame', 'a window with rectangular panels and two windows built into a hall', 'a frame with rectangular panels and two windows built into a room', 'a window with rectangular corner and two windows built into a room']",2.0,1.0,773.0,592.0
2090,"remote, laptop, and lamp on a computer desk with a cd spindle on top",9,5,4,0,1,"['remote, notebook, and lamp on a computer desk with a cd spindle on top', 'bar, laptop, and lamp on a computer desk with a cd spindle on top', 'purse, laptop, and lamp on a computer desk with a cd spindle on top', 'remote, laptop, and stand on a computer desk with a cd spindle on top', 'remote, laptop, and lamp across a computer desk with a cd spindle on top']",242.0,222.0,265.0,301.0
2094,a support on the side of a house with a door and garage door. there is a column in front of the house.,9,5,4,0,1,"['a support on the side of a room with a door and garage door. there is a column in front of the house.', 'a support under the side of a house with a door and garage door. there is a column in front of the house.', 'a way on the side of a house with a door and garage door. there is a column in front of the house.', 'a support on the side of a wall with a door and garage door. there is a column in front of the house.', 'a support on the side of a house with a wall and garage door. there is a column in front of the house.']",191.0,1.0,608.0,595.0
2107,"a building with siding, a door, and a sign; there is a bush in front of the building",9,6,3,0,3,"['a building with siding, a door, and a sign; there is a fern in front of the building', 'a building with siding, a hedge, and a sign; there is a bush in front of the building', 'a building with siding, a door, and a proof; there is a bush in front of the building', 'a bed with siding, a door, and a sign; there is a bush in front of the building', 'a building with siding, a gate, and a sign; there is a bush in front of the building']",0.0,2.0,482.0,586.0
2108,a tree and a pole on the sidewalk next to another sidewalk with a cone on it.,9,5,4,0,1,"['a tree and a pole on the promenade next to another sidewalk with a cone on it.', 'a tree and a pole below the sidewalk next to another sidewalk with a cone on it.', 'a tree and a pole on the mall next to another sidewalk with a cone on it.', 'a tree and a pole on the sidewalk next to another sidewalk with a body on it.', 'a cactus and a pole on the sidewalk next to another sidewalk with a cone on it.']",2.0,91.0,774.0,505.0
2115,a green plant on a black stand with power cords seen through a window,9,5,2,2,3,"['a green plant on a black board with power cords seen through a window', 'a green plant on a yellow stand with power cords seen through a window', 'a green plant on a red stand with power cords seen through a window', 'a red plant on a black stand with power cords seen through a window', 'a green plant on a black stand with power cords seen through a hoop']",176.0,4.0,246.0,414.0
2124,cabinets over a counter,9,5,4,0,1,"['cabinets over a bed', 'cabinets over a bench', 'counters over a counter', 'cabinets around a counter', 'cabinets on a counter']",2.0,5.0,756.0,422.0
2124,"a stove with a pan and kettle on it, between cabinets, with art hung over the stove.",9,5,4,0,1,"['a stove with a pan and kettle on it, between cabinets, with sheet hung over the stove.', 'a stove with a pan and mug on it, between cabinets, with art hung over the stove.', 'a stove with a pan and kettle under it, between cabinets, with art hung over the stove.', 'a microwave with a pan and kettle on it, between cabinets, with art hung over the stove.', 'a stove with a pan and kettle on it, between cabinets, with art hung by the stove.']",0.0,268.0,528.0,330.0
2132,palm trees on a picture hanging on a wall,9,5,4,0,1,"['palm trees under a picture hanging on a wall', 'palm trees on a shade hanging on a wall', 'palm trees below a picture hanging on a wall', 'palm trees on a picture hanging on a frame', 'palm trees on a picture hanging on a billboard']",3.0,1.0,353.0,415.0
2147,faucet on wall in bathtub with knob on another wall.,9,6,3,0,3,"['faucet below wall in bathtub with knob on another wall.', 'timer on wall in bathtub with knob on another wall.', 'faucet on wall in bathtub with screen on another wall.', 'faucet on knob in bathtub with knob on another wall.', 'faucet inside wall in bathtub with knob on another wall.']",50.0,0.0,548.0,791.0
