image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
989,"astronaut with a flag on their spacesuit, wearing gloves",10,5,5,0,1,"['gloves with a flag on their spacesuit, wearing astronaut', 'astronaut with a glove on their spacesuit, wearing flags', 'glove with a flag on their spacesuit, wearing astronauts', 'astronaut with a gloves on their spacesuit, wearing flag', 'spacesuit with a flag on their astronaut, wearing gloves']",12.0,104.0,380.0,319.0
991,luggage cart across from building. wheel attached to luggage cart. building across from airplane. airplane across from a building. windows of a building.,10,5,5,0,1,"['luggage cart across from windows. wheel attached to luggage cart. windows across from airplane. airplane across from a windows. building of a windows.', 'windows across from building. wheel attached to windows. building across from airplane. airplane across from a building. luggage cart of a building.', 'luggage cart across from building. airplane attached to luggage cart. building across from wheel. airplane across from a building. windows of a building.', 'airplane across from building. wheel attached to airplane. building across from luggage cart. airplane across from a building. windows of a building.', 'luggage cart attached to building. wheel across from luggage cart. building attached to airplane. airplane attached to a building. windows of a building.']",91.0,155.0,708.0,429.0
993,"plane on a runway, building below the sky, truck near a machine, and machine on the runway",10,6,4,0,2,"['plane on a truck, building below the sky, runway near a machine, and machine on the truck', 'plane on a runway, building below the truck, sky near a machine, and machine on the runway', 'plane on a building, runway below the sky, truck near a machine, and machine on the building', 'machine on a runway, building below the sky, truck near a plane, and machine on the runway', 'plane on a machine, building below the sky, truck near a runway, and machine on the machine']",96.0,13.0,523.0,469.0
1066,"bear above desk, clock leaning on wall, lamp on desk, art on wall",10,6,4,0,2,"['desk above bear, clock leaning on wall, lamp on desk, art on wall', 'bear above desk, clock leaning on lamp, wall on desk, art on lamp', 'bear above desk, clock leaning on art, lamp on desk, wall on art', 'bear above lamp, clock leaning on wall, desk on lamp, art on wall', 'wall above desk, clock leaning on bear, lamp on desk, art on wall']",380.0,61.0,258.0,290.0
1066,doll and car near a bed with drapes in front of a window and a pillow on the bed,10,6,4,0,2,"['doll and drapes near a bed with car in front of a window and a pillow on the bed', 'doll and bed near a car with drapes in front of a window and a pillow on the car', 'bed and car near a doll with drapes in front of a window and a pillow on the doll', 'doll and car near a drapes with bed in front of a window and a pillow on the drapes', 'doll and car near a pillow with drapes in front of a window and a bed on the pillow']",2.0,4.0,402.0,380.0
1102,"desk with a chair in front of it, and a board and blinds on the wall",10,6,4,0,3,"['chair with a desk in front of it, and a board and blinds on the wall', 'board with a chair in front of it, and a desk and blinds on the wall', 'desk with a chair in front of it, and a wall and blinds on the board', 'desk with a chair next to it, and a board and blinds on the wall', 'desk with a wall in front of it, and a board and blinds on the chair']",0.0,0.0,790.0,568.0
1270,group of men riding on a racetrack with a white line painted on it. there is a wood fence bordering the track and trees are behind the fence.,10,5,4,1,1,"['group of men bordering a racetrack with a white line painted on it. there is a wood fence riding on the track and trees are behind the fence.', 'group of men riding on a racetrack with a white line are behind it. there is a wood fence bordering the track and trees painted on the fence.', 'line riding on a racetrack with a white group of men painted on it. there is a wood fence bordering the track and trees are behind the fence.', 'group of men riding on a trees with a white line painted on it. there is a wood fence bordering the track and racetrack are behind the fence.', 'group of men painted on a racetrack with a white line riding on it. there is a wood fence bordering the track and trees are behind the fence.']",1.0,0.0,598.0,426.0
1271,table with flowers on a porch that has a railing and a post,10,5,5,0,1,"['table with pole on a porch that has a railing and a post', 'table with post on a porch that has a railing and a flowers', 'pole with flowers on a porch that has a railing and a post', 'table with flowers on a pole that has a railing and a post', 'post with flowers on a porch that has a railing and a table']",13.0,1.0,486.0,373.0
1333,a window with a house in it and the sky above the house,10,5,5,0,1,"['a window with a sky in it and the house above the sky', 'a win front ofdow with a house in it and the sky above the house', 'a window with a house in it and the sky near the house', 'a wabovedow with a house above it and the sky in the house', 'a sky with a house in it and the window above the house']",65.0,4.0,254.0,204.0
1338,"knife, napkin, and plate on a table with a glass on it",10,5,5,0,1,"['knife, napkin, and table on a plate with a glass on it', 'glass, napkin, and plate on a table with a knife on it', 'knife, table, and plate on a napkin with a glass on it', 'knife, glass, and plate on a table with a napkin on it', 'table, napkin, and plate on a knife with a glass on it']",8.0,28.0,340.0,364.0
1351,"cloth, napkin, and silverware on top of plates, and a fork and chopsticks next to the silverware",10,6,4,0,2,"['cloth, chopsticks, and silverware on top of plates, and a fork and napkin next to the silverware', 'cloth, silverware, and napkin on top of plates, and a fork and chopsticks next to the napkin', 'cloth, napkin, and plates on top of silverware, and a fork and chopsticks next to the plates', 'cloth, napkin, and silverware on top of chopsticks, and a fork and plates next to the silverware', 'fork, napkin, and silverware on top of plates, and a cloth and chopsticks next to the silverware']",1.0,1.0,498.0,369.0
1401,"words on a lobby wall, with a beige sofa against the wall and a person sitting on the sofa",10,5,4,1,1,"['words on a lobby wall, with a beige sofa sitting on the wall and a person against the sofa', 'words on a lobby wall, with a beige person against the wall and a sofa sitting on the person', 'beige on a lobby wall, with a words sofa against the wall and a person sitting on the sofa', 'words on a lobby wall, with a person sofa against the wall and a beige sitting on the sofa', 'words on a lobby wall, with a beige sofa against the wall and a person painted the sofa']",365.0,118.0,231.0,307.0
1672,a potted plant on a desk with papers; there is a pot on top of the table,10,6,3,1,3,"['a deskted plant on a pot with papers; there is a desk on top of the table', 'a potted table on a desk with papers; there is a pot on top of the plant', 'a potted desk on a plant with papers; there is a pot on top of the table', 'a papersted plant on a desk with pot; there is a papers on top of the table', 'a tableted plant on a desk with papers; there is a table on top of the pot']",98.0,189.0,537.0,341.0
1705,"a black chair with wheels in front of a desk, with a laptop and lamp on it",10,5,4,1,1,"['a black laptop with wheels in front of a desk, with a chair and lamp on it', 'a black chair with desk in front of a wheels, with a laptop and lamp on it', 'a black lamp with wheels in front of a desk, with a laptop and chair on it', 'a black chair with wheels in front behind a desk, with a laptop and lamp on it', 'a black desk with wheels in front of a chair, with a laptop and lamp on it']",1.0,118.0,574.0,457.0
1873,man on a sidewalk near a lamp and a bench. there is a store window nearby,10,6,4,0,2,"['window on a sidewalk near a lamp and a bench. there is a store man nearby', 'man on a window near a lamp and a bench. there is a store sidewalk nearby', 'bench on a sidewalk near a lamp and a man. there is a store window nearby', 'lamp on a sidewalk near a man and a bench. there is a store window nearby', 'store on a sidewalk near a lamp and a bench. there is a man window nearby']",318.0,1.0,479.0,598.0
1873,brick house with cars on the road in front of it,10,6,4,0,2,"['brick car with houses on the road in front of it', 'brick house with roads on the car in front of it', 'road house with cars on the brick in front of it', 'brick house with buildings on the road in front of it', 'brick house with cars on the building in front of it']",1.0,3.0,386.0,596.0
2026,a chair and cabinet next to each other; there is a tv in the cabinet and paper on top of the cabinet,10,5,4,1,1,"['a chair and cabinet next to each other; there is a paper in the cabinet and tv on top of the cabinet', 'a tv and cabinet next to each other; there is a chair in the cabinet and paper on top of the cabinet', 'a chair and paper next to each other; there is a tv in the paper and cabinet on top of the paper', 'a paper and cabinet next to each other; there is a tv in the cabinet and chair on top of the cabinet', 'a chair and tv next to each other; there is a cabinet in the tv and paper on top of the tv']",5.0,24.0,543.0,571.0
2066,"paper, pen, and book on another table, and a seat next to the table",10,6,4,0,2,"['paper, table, and book on another pen, and a seat next to the table', 'table, pen, and book on another paper, and a seat next to the table', 'paper, seat, and book on another table, and a pen next to the table', 'paper, pen, and table on another book, and a seat next to the table', 'seat, pen, and book on another table, and a paper next to the table']",125.0,227.0,404.0,366.0
2244,"car on the right, with a sewer on the pavement, and another car parked alongside the pavement with a mirror on it",10,6,4,0,2,"['car on the right, with a sewer on the mirror, and another car parked alongside the pavement with a pavement on it', 'pavement on the right, with a sewer on the car, and another pavement parked alongside the car with a mirror on it', 'car on the mirror, with a sewer on the pavement, and another car parked alongside the pavement with a right on it', 'sewer on the right, with a car on the pavement, and another sewer parked alongside the pavement with a mirror on it', 'mirror on the right, with a sewer on the pavement, and another mirror parked alongside the pavement with a car on it']",272.0,10.0,519.0,573.0
2381,"two bikes leaning on a pole, one with a basket, and a puddle on the sidewalk",10,6,4,0,2,"['two poles leaning on a bike, one with a basket, and a puddle on the sidewalk', 'two baskets leaning on a pole, one with a bike, and a puddle on the sidewalk', 'two puddles leaning on a pole, one with a basket, and a bike on the sidewalk', 'two sidewalks leaning on a pole, one with a basket, and a puddle on the bike', 'two bikes leaning on a pole, one with a basket, and a sidewalk on the puddle']",2.0,107.0,798.0,491.0
2381,person wearing a trench coat along a street with three buildings,10,6,4,0,2,"['person wearing a building along a street with three trench coats', 'street wearing a trench coat along a person with three buildings', 'building wearing a trench coat along a street with three persons', 'person wearing a street along a trench coat with three buildings', 'person wearing a trench coat along a building with three streets']",21.0,1.0,778.0,407.0
2480,"hill with mountains and peaks, lake, and beach with evergreens",10,6,4,0,2,"['mountain with hills and peaks, lake, and beach with evergreens', 'peaks with mountains and hill, lake, and beach with evergreens', 'beach with mountains and peaks, lake, and hill with evergreens', 'hill with beachs and peaks, lake, and mountain with evergreens', 'hill with evergreenss and peaks, lake, and beach with mountain']",1.0,0.0,796.0,599.0
2561,"car, another car, and another car on a road, and a bus spraying water",10,6,4,0,2,"['road, another road, and another road on a car, and a bus spraying water', 'car, another car, and another car on a bus, and a road spraying water', 'car, another car, and another car on a water, and a bus spraying road', 'bus, another car, and another car on a road, and a car spraying water', 'water, another car, and another car on a road, and a bus spraying car']",115.0,210.0,683.0,386.0
2643,"deer with an ear, face, and mouth, and another deer with an ear",10,6,4,0,2,"['ear with an deer, face, and mouth, and another ear with an deer', 'deer with an face, ear, and mouth, and another deer with an face', 'mouth with an ear, face, and deer, and another mouth with an ear', 'face with an ear, deer, and mouth, and another face with an ear', 'deer with an mouth, face, and ear, and another deer with an mouth']",149.0,42.0,381.0,466.0
2704,person opening a lid to a bin with a light pole and bag next to it,10,6,3,1,3,"['pole opening a lid to a bin with a light person and bag next to it', 'bin opening a lid to a person with a light pole and bag next to it', 'person against a lid to a bin with a light pole and bag next to it', 'person opening a lid to a pole with a light bin and bag next to it', 'person opening a bag to a bin with a light pole and lid next to it']",90.0,226.0,244.0,320.0
2905,"three trees next to a building, and two windows on the building",10,6,4,0,2,"['three trees next to a window, and two buildings on the window', 'three trees on a building, and two windows next to the building', 'three windows next to a building, and two trees on the building', 'three trees on a a building, and two windows on the building', 'three buildings next to a tree, and two windows on the tree']",0.0,12.0,530.0,435.0
3028,"another window on a building, and a hole in a cover with a window",10,6,4,0,2,"['another window on a building, and a cover in a hole with a window', 'another whasdow on a buildhasg, and a hole has a cover with a whasdow', 'another window on a hole, and a building in a cover with a window', 'another building on a window, and a hole in a cover with a building', 'another window on a cover, and a hole in a building with a window']",41.0,82.0,756.0,443.0
3238,"car on a road with cars beside it. there is a pole in front of a building, and a window on the car",10,6,4,0,2,"['car on a window with cars beside it. there is a pole in front of a building, and a road on the car', 'pole on a road with cars beside it. there is a car in front of a building, and a window on the pole', 'car on a road with cars beside it. there is a pole in front of a window, and a building on the car', 'car on a building with cars beside it. there is a pole in front of a road, and a window on the car', 'car on a road with pole beside it. there is a cars in front of a building, and a window on the car']",19.0,58.0,733.0,539.0
3367,"trees over cars in a lot, and an automobile with a tire on it",10,6,4,0,2,"['trees over tires in a lot, and an automobile with a car on it', 'car over treess in a lot, and an automobile with a tire on it', 'trees over tire in a lot, and an automobile with a cars on it', 'tire over cars in a lot, and an automobile with a trees on it', 'automobile over cars in a lot, and an trees with a tire on it']",1.0,192.0,720.0,403.0
3433,"car on a street with a tree and a sign, and a lamp near the sky",10,6,4,0,2,"['car on a sky with a tree and a sign, and a lamp near the street', 'sky on a street with a tree and a sign, and a lamp near the car', 'car on a sign with a tree and a street, and a lamp near the sky', 'sign on a street with a tree and a car, and a lamp near the sky', 'car on a lamp with a tree and a sign, and a street near the sky']",299.0,16.0,432.0,481.0
3522,carpet in the middle of a bedroom with window in the middle and chalkboard on the wall,10,6,4,0,3,"['wall in the middle of a bedroom with window in the middle and chalkboard on the carpet', 'carpet in the chalkboard of a bedroom with window in the middle and middle on the wall', 'carpet in the middle of a bedroom with wall in the middle and chalkboard on the window', 'carpet in the window of a bedroom with middle in the window and chalkboard on the wall', 'carpet in the wall of a bedroom with window in the wall and chalkboard on the middle']",2.0,5.0,796.0,592.0
3813,"column of a building, with a chain link fence, and two windows in the building",10,6,4,0,2,"['column of a building, with a chain link window, and two fences in the building', 'column of a window, with a chain link fence, and two buildings in the window', 'column of a buildchain linkg, with a in fence, and two wchain linkdows in the building', 'window of a building, with a chain link fence, and two columns in the building', 'column of a fence, with a chain link building, and two windows in the fence']",10.0,4.0,556.0,545.0
3937,door next to a window in a house in the sky with a shadow on it,10,5,5,0,1,"['sky next to a window in a house in the door with a shadow on it', 'door above a window in a house in the sky with a shadow on it', 'house next to a window in a door in the sky with a shadow on it', 'door next to a window in a house in the sky with a shadow above it', 'window next to a door in a house in the sky with a shadow on it']",18.0,6.0,511.0,351.0
4113,green plant on sill in living room with couch and cushions,10,6,3,1,3,"['green sill on plant in living room with couch and cushions', 'green living room on sill in plant with couch and cushions', 'green cushions on sill in living room with couch and plant', 'green couch on sill in living room with plant and cushions', 'green plant on couch in living room with sill and cushions']",2.0,1.0,593.0,471.0
4276,"several pictures and cards on a wall, with one picture hanging on the wall, and an apple tree hanging from the wall.",10,5,4,1,1,"['several pictures and cards on a apple tree, with one picture hanging on the wall, and an wall hanging from the apple tree.', 'several pictures and apple tree on a wall, with one picture hanging on the wall, and an cards hanging from the wall.', 'several apple tree and cards on a wall, with one picture hanging on the wall, and an pictures hanging from the wall.', 'several walls and cards on a picture, with one wall hanging on the picture, and an apple tree hanging from the wall.', 'several apple trees and cards on a wall, with one apple tree hanging on the wall, and an picture hanging from the wall.']",6.0,0.0,782.0,433.0
4327,"pillow, another pillow, and magazine on a sofa and coffee table, with a couch behind the coffee table",10,6,4,0,2,"['pillow, another pillow, and coffee table on a sofa and magazine, with a couch behind the coffee table', 'sofa, another sofa, and magazine on a pillow and coffee table, with a couch behind the coffee table', 'magazine, another pillow, and pillow on a sofa and coffee table, with a couch behind the coffee table', 'pillow, another pillow, and couch on a sofa and coffee table, with a magazine behind the coffee table', 'couch, another pillow, and magazine on a sofa and coffee table, with a pillow behind the coffee table']",0.0,50.0,545.0,427.0
4370,"tree, house, fence, and creek with clouds in the sky",10,6,4,0,2,"['tree, sky, fence, and creek with clouds in the house', 'tree, house, fence, and creek with clouds beside the sky', 'tree, clouds, fence, and creek with house in the sky', 'tree, house, fence, and creek with clouds behind the sky', 'sky, house, fence, and creek with clouds in the tree']",3.0,4.0,795.0,529.0
4586,"crowd of people in front of a building, with a bush above them and a pole on the wall",10,6,4,0,2,"['crowd of building in front of a people, with a bush above them and a pole on the wall', 'crowd of pole in front of a building, with a bush above them and a people on the wall', 'crowd of wall in front of a building, with a bush above them and a pole on the people', 'crowd of bush in front of a building, with a people above them and a pole on the wall', 'crowd of people behind a building, with a bush above them and a pole on the wall']",4.0,20.0,792.0,572.0
4620,"a lamp with a shade on it, sitting on a rug on the floor. there is a shelf on the floor next to the lamp.",10,5,4,1,1,"['a lamp with a shade on it, sitting on a rug on the shelf. there is a floor on the shelf next to the lamp.', 'a floor with a shade on it, sitting on a rug on the lamp. there is a shelf on the lamp next to the floor.', 'a rug with a shade on it, sitting on a lamp on the floor. there is a shelf on the floor next to the rug.', 'a lamp with a shelf on it, sitting on a rug on the floor. there is a shade on the floor next to the lamp.', 'a lamp with a floor on it, sitting on a rug on the shade. there is a shelf on the shade next to the lamp.']",96.0,64.0,411.0,339.0
4648,"picture frame behind a couch with a cushion and blanket on it, and a radiator next to the wall.",10,6,4,0,2,"['blanket behind a couch with a cushion and picture frame on it, and a radiator next to the wall.', 'picture frame behind a couch with a wall and blanket on it, and a radiator next to the cushion.', 'picture frame next to a couch with a cushion and blanket on it, and a radiator behind the wall.', 'picture frame behind a couch with a cushion and blanket on it, and a wall next to the radiator.', 'cushion behind a couch with a picture frame and blanket on it, and a radiator next to the wall.']",285.0,19.0,354.0,418.0
4969,"boy with hair wearing a band on his arm, using a fork on a napkin on a table",10,6,4,0,2,"['napkin with hair wearing a band on his arm, using a fork on a boy on a table', 'boy with fork wearing a band on his arm, using a hair on a napkin on a table', 'boy with hair wearing a table on his arm, using a fork on a napkin on a band', 'boy with hair wearing a napkin on his arm, using a fork on a band on a table', 'boy with hair wearing a fork on his arm, using a band on a napkin on a table']",10.0,3.0,385.0,281.0
2364617,"a cat near a chair on a carpeted floor, with a table and books nearby",10,5,4,1,2,"['a books near a chair on a carpeted floor, with a table and cat nearby', 'a carpet near a chair on a cated floor, with a table and books nearby', 'a table near a chair on a carpeted floor, with a cat and books nearby', 'a chair near a cat on a carpeted floor, with a table and books nearby', 'a cat near a chair on a booksed floor, with a table and carpet nearby']",3.0,90.0,373.0,239.0
2364825,"bus on a road with writting on its side and windows on it, and a shadow of the bus",10,6,4,0,2,"['bus on a buses with writting on its side and windows on it, and a shadow of the bus', 'bus on a road with writting on its side and sign on it, and a shadow of the bus', 'bus on a road with writting on its side and buses on it, and a shadow of the bus', 'bus on a road with writting on its side and shadow on it, and a windows of the bus', 'bus on a road with writting on its side and windows on it, and a buses of the bus']",0.0,121.0,354.0,193.0
2364847,"batter wearing a helmet in a dugout with a bat and a camera, and a fence above it",10,6,4,0,2,"['batter wearing a helmet in a fence with a bat and a camera, and a dugout above it', 'camera wearing a helmet in a dugout with a bat and a batter, and a fence above it', 'fence wearing a helmet in a dugout with a bat and a camera, and a batter above it', 'fenceter wearing a helmet in a dugout with a bat and a camera, and a bat above it', 'batter wearing a helmet in a dugout with a bat and a fence, and a camera above it']",55.0,10.0,273.0,383.0
2365038,a meter with a button and a yellow button on the sidewalk with a sticker.,10,5,4,1,1,"['a meter with a sticker and a yellow sticker on the sidewalk with a button.', 'a meter with a sidewalk and a yellow sidewalk on the button with a sticker.', 'a button with a meter and a yellow meter on the sidewalk with a sticker.', 'a button with a meter and a yellow button on the sidewalk with a sticker.', 'a sticker with a button and a yellow button on the sidewalk with a meter.']",1.0,67.0,363.0,432.0
2365088,"hands on a clock, a pendulum on another clock, a couch by another clock, and a note by another clock",10,6,4,0,2,"['pendulum on a clock, a hands on another clock, a couch by another clock, and a note by another clock', 'note on a clock, a pendulum on another clock, a couch by another clock, and a hands by another clock', 'hands on a couch, a pendulum on another clock, a clock by another couch, and a note by another clock', 'couch on a clock, a pendulum on another clock, a hands by another clock, and a note by another clock', 'hands on a note, a pendulum on another note, a couch by another note, and a clock by another note']",45.0,2.0,329.0,490.0
2365134,"boy with hair playing frisbee on a street, wearing a shirt and pants",10,6,4,0,2,"['pants with hair playing frisbee on a street, wearing a shirt and boy', 'boy with hair playing frisbee on a pants, wearing a shirt and street', 'shirt with hair playing frisbee on a street, wearing a boy and pants', 'boy under hair playing frisbee on a street, wearing a shirt and pants', 'street with hair playing frisbee on a boy, wearing a shirt and pants']",0.0,181.0,498.0,316.0
2365144,man with a watch on his wrist holding a racket and balls in his hand,10,6,4,0,2,"['man with a watch on his wrist holding a racket and hand in his balls', 'man with a balls on his wrist holding a racket and watch in his hand', 'man with a racket on his wrist holding a watch and balls in his hand', 'man with a watch on his balls holding a racket and wrist in his hand', 'watch with a man on his wrist holding a racket and balls in his hand']",33.0,49.0,318.0,447.0
2365186,"tongue sticking out under nose, horse standing behind fence, with eye and grass",10,6,4,0,2,"['nose sticking out under tongue, horse standing behind fence, with eye and grass', 'tongue standing behind nose, horse sticking out under fence, with eye and grass', 'grass sticking out under nose, horse standing behind fence, with eye and tongue', 'horse sticking out under nose, tongue standing behind fence, with eye and grass', 'tongue sticking out under fence, horse standing behind nose, with eye and grass']",1.0,17.0,498.0,432.0
2365188,"train with door and windows on it, and tracks for the train. a person is on the platform",10,6,4,0,2,"['train with door and windows on it, and person for the train. a tracks is on the platform', 'train with door and platform on it, and tracks for the train. a person is on the windows', 'train with door and windows on it, and tracks for the train. a platform is on the person', 'train with platform and windows on it, and tracks for the train. a person is on the door', 'platform with door and windows on it, and tracks for the platform. a person is on the train']",0.0,0.0,331.0,499.0
2365468,"water reflecting sunlight, an umbrella on a beach with a cloth, and a pole for the umbrella",10,6,4,0,2,"['water reflecting sunlight, an pole on a beach with a cloth, and a umbrella for the pole', 'water reflecting sunlight, an cloth on a beach with a umbrella, and a pole for the cloth', 'pole reflecting sunlight, an umbrella on a beach with a cloth, and a water for the umbrella', 'water reflecting sunlight, an umbrella on a cloth with a beach, and a pole for the umbrella', 'water reflecting pole, an umbrella on a beach with a cloth, and a sunlight for the umbrella']",0.0,0.0,332.0,499.0
2365506,"the controls and overhead lights in a plane, with the wall of the plane in the background",10,5,4,1,1,"['the controls and overhead lights in a wall, with the plane of the wall in the background', 'the controls and overhead walls in a plane, with the light of the plane in the background', 'the controls and overhead lights of a plane, with the wall in the plane of the background', 'the wall and overhead lights in a plane, with the controls of the plane in the background', 'the controls and overhead planes in a light, with the wall of the light in the background']",7.0,3.0,320.0,485.0
2365588,girl in gray shorts casts a shadow on the court. she is wearing shoes.,10,5,4,1,1,"['court in gray shorts casts a shadow on the girl. she is wearing shoes.', 'girl in gray shorts casts a shoes on the court. she is wearing shadow.', 'shadow in gray shorts casts a girl on the court. she is wearing shoes.', 'girl in gray shoes casts a shadow on the court. she is wearing shorts.', 'shoes in gray shorts casts a shadow on the court. she is wearing girl.']",222.0,86.0,277.0,254.0
2365807,"a lamp on a table next to a bed, and a phone on the same table",10,5,3,2,2,"['a table on a lamp next to a bed, and a phone on the same table', 'a lamp on a phone next to a bed, and a table on the same phone', 'a lamp on a bed next to a table, and a phone on the same bed', 'a bed on a table next to a lamp, and a phone on the same table', 'a lamp next to a table on a bed, and a phnext toe on the same table']",77.0,91.0,421.0,279.0
2366032,"brick building with a window that has a hole and a sticker in it, and a ledge on the window",10,6,4,0,2,"['brick building with a window that has a wall and a sticker in it, and a ledge on the window', 'brick building with a ledge that has a hole and a sticker in it, and a window on the ledge', 'sticker building with a window that has a hole and a brick in it, and a ledge on the window', 'brick building with a sticker that has a hole and a window in it, and a ledge on the sticker', 'brick building with a hole that has a window and a sticker in it, and a ledge on the hole']",3.0,2.0,496.0,372.0
2366423,"a strap on a red bag, which is on the floor next to a wall. cloth is tied to the red bag.",10,5,3,2,2,"['a strap on a red bag, which is on the floor next to a cloth. wall is tied to the red bag.', 'a wall on a red bag, which is on the floor next to a strap. cloth is tied to the red bag.', 'a strap on a red cloth, which is on the floor next to a wall. bag is tied to the red cloth.', 'a strap on a red wall, which is on the floor next to a bag. cloth is tied to the red wall.', 'a bag on a red strap, which is on the floor next to a wall. cloth is tied to the red strap.']",4.0,1.0,304.0,404.0
2366445,a man wearing a red hat and a white uniform with socks,10,5,3,2,2,"['a man wearing a red uniform and a white hat with socks', 'a uniform wearing a red hat and a white man with socks', 'a man wearing a red socks and a white uniform with hat', 'a socks wearing a red hat and a white uniform with man', 'a hat wearing a red man and a white uniform with socks']",0.0,75.0,232.0,189.0
