image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
277,"man with a beard and another beard on his lips, in front of a wall",10,5,5,0,1,"['Man with a beard and another beard on his lips, in front of something. There is no wall.', 'Man with a beard and another beard on his lips, in front not of a wall', 'Man with a beard and another beard on something, in front of a wall. There are no lips.', 'Man with a beard and another beard on his lips, not in front of a wall', 'Man with a beard and another beard not on his lips, in front of a wall']",14.0,11.0,602.0,466.0
312,"car with a wheel and a window, parked by a sidewalk with snow on it",10,5,5,0,1,"['Car with a wheel and something, parked by a sidewalk with snow on it. There is no window.', 'Car with a wheel and a window, not parked by a sidewalk with snow on it', 'Car with a wheel and a window, parked by a sidewalk with snow on it. There is no concrete.', 'There is no car with a wheel and a window, parked by a sidewalk with snow on it', 'Car with a wheel and a window, parked by a sidewalk with snow not on it']",259.0,66.0,538.0,532.0
320,"building with vents, awning, and tree. there is a window on the building and numbers are on the side of the building.",10,6,4,0,2,"['Building with vents, awning, and tree. There is a window on the building and something are on the side of the building. There are no numbers.', 'Building with vents, awning, and tree. There is a window on the building and numbers are on the side of the building. There are no vents.', 'There is no building with vents, awning, and tree. There is a window on the building and numbers are on the side of the building.', 'Building with vents, awning, and tree. There is a window on the something and numbers are on the side of the building. There is no building.', 'Building with vents, awning, and tree. There is a window on the building and numbers are on the side of the building. There is no tree.']",495.0,0.0,303.0,442.0
344,several windows on a building,10,5,4,1,1,"{'There is no several windows on a building', 'Windows that are not several on a building', 'Several windows not on a building', 'Several windows on a building. There is no window.', 'Several windows on something. There is no building.'}",0.0,0.0,179.0,292.0
370,"book shelf with a compartment, trash can, and pot next to a window with a plant on it",10,6,4,0,2,"['There is no bookshelf with a compartment, trash can, and pot next to a window with a plant on it', 'bookshelf with a compartment, trash can, and pot not next to a window with a plant on it', 'bookshelf with a compartment, trash can, and something next to a window with a plant on it. There is no pot.', 'bookshelf with a compartment, trash can, and pot next to a window with a plant not on it', 'bookshelf with a compartment, trash can, and pot next to a window with a plant on it. There is no bookshelf.']",10.0,16.0,778.0,542.0
421,a tree trunk on the sidewalk next to a bench and a streetlight. the sidewalk is next to a street.,10,5,4,1,1,"['A tree trunk on the sidewalk next to a bench and something light. The sidewalk is next to something. There is no street.', 'A tree trunk on the sidewalk not next to a bench and a streetlight. The sidewalk is not next to a street.', 'A tree trunk on the sidewalk that are not next to a bench and a streetlight. The sidewalk is that are not next to a street.', 'A tree trunk not on the sidewalk next to a bench and a streetlight. The sidewalk is next to a street.', 'A tree trunk on the sidewalk next to something and a streetlight. The sidewalk is next to a street. There is no bench.']",0.0,0.0,797.0,597.0
468,"cannons with a wheel, people on grass, and trees and a tent behind them",10,6,4,0,2,"['Cannons with a wheel, people not on grass, and trees and a tent behind them', 'Cannons with a wheel, people on grass, and trees and a tent behind them. There are no cannons.', 'Cannons with a wheel, people on grass, and trees and a tent behind them. There are no grass.', 'Cannons with a wheel, people on grass, and trees and a tent not behind them', 'Cannons with a wheel, something on grass, and trees and a tent behind them. There are no people.']",2.0,2.0,356.0,331.0
568,beer in a glass on top of a table next to a chair with a plant behind it,10,5,5,0,1,"['Beer in a glass on top of a table next to a chair with a plant behind it. There is no beer.', 'Beer in a glass on top of a table next to a chair with a plant not behind it', 'Beer in a glass on top of a table not next to a chair with a plant behind it', 'Beer in a glass on top of a table next to something with a plant behind it. There is no chair.', 'Beer not in a glass on top of a table next to a chair with a plant behind it']",265.0,69.0,535.0,530.0
619,"person, another person, and another person using a crosswalk, and another person walking a dog",10,6,4,0,2,"['Person, another person, and another something using a crosswalk, and another something walking a dog. There is no person.', 'Person, another person, and another person using a crosswalk, and another person walking a dog. There is no man.', 'Person, another person, and another person using something, and another person walking a dog. There is no crosswalk.', 'Person, another person, and another person not using a crosswalk, and another person walking a dog', 'There is no person, another person, and another person using a crosswalk, and another person walking a dog']",1.0,221.0,194.0,273.0
621,a woman walking on the sidewalk under a light pole and canopy; there is a mailbox on the sidewalk,10,5,4,1,1,"['A woman walking on something under a light pole and canopy; there is a mailbox on something. There is no sidewalk.', 'There is no woman walking on the sidewalk under a light pole and canopy; there is a mailbox on the sidewalk', 'A woman walking on the sidewalk under a light something and canopy; there is a mailbox on the sidewalk. There is no pole.', 'A woman walking on the sidewalk under a light pole and canopy; there is a mailbox on the sidewalk. There is no woman.', 'A woman walking not on the sidewalk under a light pole and canopy; there is a mailbox not on the sidewalk']",0.0,175.0,506.0,423.0
657,"waves on a beach with sand and water, and a person by the water",10,5,5,0,1,"['Waves on a beach with something and water, and a person by the water. There is no sand.', 'Waves not on a beach with sand and water, and a person by the water', 'Waves on something with sand and water, and a person by the water. There is no beach.', 'Waves on a beach with sand and water, and a person by the water. There are no waves.', 'there are no waves on a beach with sand and water, and a person by the water']",4.0,195.0,242.0,404.0
687,"giraffe with a spot on it, and an ear, leg, and head",10,5,5,0,1,"['Giraffe with a spot on it, and an ear, leg, and head. There is no giraffe.', 'Giraffe with a spot not on it, and an ear, leg, and head', 'Giraffe with a spot on it, and an ear, leg, and head. There is no leg.', 'There is no giraffe with a spot on it, and an ear, leg, and head', 'Giraffe with a spot on it, and an ear, leg, and head. There is no head.']",66.0,116.0,372.0,575.0
850,"a palm tree, a tree, and yellow lines on the side of a road",10,5,4,1,1,"['A palm tree, a tree, and yellow lines on the side of a road. There is no tree.', 'A palm tree, a tree, and yellow lines on the side of something. There is no road.', 'A palm tree, a tree, and yellow something on the side of a road. There are no lines.', 'A palm tree, a tree, and lines that are not yellow on the side of a road', 'A palm tree, a tree, and yellow lines on the side of a road. There is no palm tree.']",0.0,0.0,799.0,598.0
862,"stand with a sign on it and a tree next to it, on a street with santa in the sky",10,6,4,0,2,"['There is no stand with a sign on it and a tree next to it, on a street with Santa in the sky', 'Stand with a sign on it and a tree next to it, on a street with Santa in something. There is no sky.', 'Stand with a sign on it and a tree next to it, on something with Santa in the sky. There is no street.', 'Stand with something on it and a tree next to it, on a street with Santa in the sky. There is no sign.', 'Stand with a sign on it and something next to it, on a street with Santa in the sky. There is no tree.']",77.0,14.0,631.0,565.0
875,"awning, window, and tree on a building, with a person standing near it",10,5,5,0,1,"['Awning, window, and tree on a building, with a person standing near it. There is no awning.', 'Awning, window, and tree not on a building, with a person standing near it', 'Awning, window, and tree on a building, with a person standing near it. There is no window.', 'Awning, window, and tree on something, with a person standing near it. There is no building.', 'Awning, window, and tree on a building, with something standing near it. There is no person.']",56.0,12.0,632.0,496.0
879,"building with three windows, and a reflection in one of the windows",10,5,5,0,1,"['Building with three windows, and a reflection in one of the windows. There is no building.', 'Building with three windows, and a reflection in one not of the windows', 'There is no building with three windows, and a reflection in one of the windows', 'Building with three windows, and a reflection not in one of the windows', 'Building with three windows, and a reflection in one of the windows. There is no window.']",0.0,3.0,571.0,529.0
909,a family near a pole with a line around it and a stack near the family,10,5,5,0,1,"['A family near a pole with a line around it and something near the family. There is no stack.', 'A family near a pole not with a line around it and a stack near the family', 'A family near a pole with something around it and a stack near the family. There is no line.', 'A family not near a pole with a line around it and a stack near the family', 'A family near something with a line around it and a stack near the family. There is no pole.']",212.0,1.0,362.0,510.0
940,"man on a board in water with foam, and the sky above",10,5,5,0,1,"['Man on a board in water with foam, and the sky above. There is no man.', 'Man on something in water with foam, and the sky above. There is no board.', 'Man on a board in water not with foam, and the sky above', 'There is no man on a board in water with foam, and the sky above', 'Man on a board in something with foam, and the sky above. There is no water.']",77.0,1.0,398.0,312.0
989,"astronaut with a flag on their spacesuit, wearing gloves",10,5,5,0,1,"['There is no astronaut with a flag on their spacesuit, wearing gloves', 'Astronaut with a flag on their spacesuit, wearing gloves. There is no astronaut.', 'Astronaut with a flag on their spacesuit, wearing gloves. There is no glove.', 'Astronaut with a flag on their spacesuit, not wearing gloves', 'Astronaut with a flag on something, wearing gloves. There is no spacesuit.']",12.0,104.0,380.0,319.0
991,luggage cart across from building. wheel attached to luggage cart. building across from airplane. airplane across from a building. windows of a building.,10,5,5,0,1,"['Luggage cart across from building. Wheel attached to luggage cart. Something across from airplane. Airplane across from a building. Windows of a building. There is no building.', 'Luggage cart across from building. Wheel attached to luggage cart. Building across from airplane. Airplane across from a building. Something of a building. There are no windows.', 'Luggage cart across from building. Wheel attached to luggage cart. Building across from airplane. Something across from a building. Windows of a building. There is no airplane.', 'Luggage cart across from building. Something attached to luggage cart. Building across from airplane. Airplane across from a building. Windows of a building. There is no wheel.', 'There is no luggage cart across from building. Wheel attached to luggage cart. Building across from airplane. Airplane across from a building. Windows of a building.']",91.0,155.0,708.0,429.0
993,"plane on a runway, building below the sky, truck near a machine, and machine on the runway",10,6,4,0,2,"['Plane on a runway, building below the sky, truck near a machine, and machine on the runway. There is no plane.', 'Plane on a runway, building below something, truck near a machine, and machine on the runway. There is no sky.', 'Plane on a runway, building below the sky, something near a machine, and machine on the runway. There is no truck.', 'Plane on a runway, building not below the sky, truck near a machine, and machine on the runway', 'Plane not on a runway, building below the sky, truck near a machine, and machine not on the runway']",96.0,13.0,523.0,469.0
1066,"bear above desk, clock leaning on wall, lamp on desk, art on wall",10,6,4,0,2,"['Bear not above desk, clock leaning on wall, lamp on desk, art on wall', 'Bear above desk, clock leaning on wall, something on desk, art on wall. There is no lamp.', 'Bear above desk, clock leaning on wall, lamp on desk, art on wall. There is no wall.', 'Bear above desk, clock leaning on wall, lamp on desk, something on wall. There is no art.', 'Bear above desk, something leaning on wall, lamp on desk, art on wall. There is no clock.']",380.0,61.0,258.0,290.0
1066,doll and car near a bed with drapes in front of a window and a pillow on the bed,10,6,4,0,2,"['Doll and car near a bed with drapes in front of a window and a pillow on the bed. There is no doll.', 'There is no doll and car near a bed with drapes in front of a window and a pillow on the bed', 'Doll and car near something with drapes in front of a window and a pillow on the bed. There is no bed.', 'Doll and car near a bed with drapes not in front of a window and a pillow on the bed', 'Doll and car near a bed with drapes in front of a window and something on the bed. There is no pillow.']",2.0,4.0,402.0,380.0
1078,"floor near a chair with an arm, and a bookshelf with a book on it",10,5,5,0,2,"['There is no floor near a chair with an arm, and a bookshelf with a book on it', 'Floor not near a chair with an arm, and a bookshelf with a book on it', 'Floor near something with an arm, and a bookshelf with a book on it. There is no chair.', 'Floor near a chair with an arm, and a bookshelf with a book on it. There is no floor.', 'Floor near a chair with an arm, and a bookshelf with a book not on it']",48.0,17.0,371.0,355.0
1102,"desk with a chair in front of it, and a board and blinds on the wall",10,6,4,0,3,"['Desk with a chair in front of it, and something and blinds on the wall. There is no board.', 'Desk with a chair in front of it, and a board and blinds not on the wall', 'Desk with something in front of it, and a board and blinds on the wall. There is no chair.', 'Desk with a chair in front of it, and a board and blinds on the wall. There is no desk.', 'Desk with a chair not in front of it, and a board and blinds on the wall']",0.0,0.0,790.0,568.0
1270,group of men riding on a racetrack with a white line painted on it. there is a wood fence bordering the track and trees are behind the fence.,10,5,4,1,1,"['Group of men riding on a racetrack with a white something painted on it. There is a wood fence bordering the track and trees are behind the fence. There is no line.', 'Group of men not riding on a racetrack with a white line painted on it. There is a wood fence bordering the track and trees are behind the fence.', 'Group of men riding on a racetrack with a white line not painted on it. There is a wood fence bordering the track and trees are behind the fence.', 'Group of men riding on something with a white line painted on it. There is a wood fence bordering the track and trees are behind the fence. There is no racetrack.', 'Group of men riding on a racetrack with a white line painted on it.  Bordering the track and trees are behind the fence. There is no wood fence.']",1.0,0.0,598.0,426.0
1271,table with flowers on a porch that has a railing and a post,10,5,5,0,1,"['There is no table with flowers on a porch that has a railing and a post', 'Table with flowers on a porch that has a railing and something. There is no post.', 'Table with flowers on something that has a railing and a post. There is no porch.', 'Table with flowers on a porch that has something and a post. There is no railing.', 'Table with flowers on a porch that has a railing and a post. There is no pole.']",13.0,1.0,486.0,373.0
1277,"plant in a planter, light, picture, and fountain on a wall",10,6,4,0,2,"['Plant in a planter, light, picture, and fountain on a wall. There is no light.', 'Plant in a planter, light, picture, and fountain not on a wall', 'Plant in a planter, light, picture, and fountain on a wall. There is no plant.', 'Plant in a planter, light, picture, and fountain on something. There is no wall.', 'Plant in a planter, light, picture, and fountain on a wall. There is no picture.']",457.0,2.0,234.0,365.0
1333,a window with a house in it and the sky above the house,10,5,5,0,1,"['A window with a house in it and the sky not above the house', 'A window with something in it and the sky above the house. There is no house.', 'A window with a house not in it and the sky above the house', 'A window with a house in it and something above the house. There is no sky.', 'A window with a house in it and the sky above the house. There is no window.']",65.0,4.0,254.0,204.0
1338,"knife, napkin, and plate on a table with a glass on it",10,5,5,0,1,"['Knife, napkin, and plate on a table with a glass on it. There is no knife.', 'Knife, napkin, and plate on a table with something on it. There are no glass.', 'Knife, napkin, and plate on a table with a glass on it. There is no napkin.', 'There is no knife, napkin, and plate on a table with a glass on it', 'Knife, napkin, and plate not on a table with a glass not on it']",8.0,28.0,340.0,364.0
1351,"cloth, napkin, and silverware on top of plates, and a fork and chopsticks next to the silverware",10,6,4,0,2,"['Cloth, napkin, and silverware not on top of plates, and a fork and chopsticks next to the silverware', 'Cloth, napkin, and silverware on top of plates, and something and chopsticks next to the silverware. There is no fork.', 'Cloth, napkin, and silverware on top of plates, and a fork and chopsticks not next to the silverware', 'There is no cloth, napkin, and silverware on top of plates, and a fork and chopsticks next to the silverware', 'Cloth, napkin, and silverware on top of plates, and a fork and chopsticks next to the silverware. There is no napkin.']",1.0,1.0,498.0,369.0
1401,"words on a lobby wall, with a beige sofa against the wall and a person sitting on the sofa",10,5,4,1,1,"['Words on a lobby wall, with a beige something against the wall and a person sitting on the sofa. There is no sofa.', 'Words on a lobby wall, with a sofa that is not beige against the wall and a person sitting on the sofa', 'Words on a lobby wall, with a beige sofa against the wall and a person sitting on the sofa. There are no words.', 'Words on a lobby wall, with a beige sofa against the wall and something sitting on the sofa. There is no person.', 'Words on a lobby wall, with a beige sofa not against the wall and a person sitting on the sofa']",365.0,118.0,231.0,307.0
1417,several lights in front of a building,10,5,4,1,1,"{'Lights that are not several in front of a building', 'Several lights in front of a building. There is no light.', 'There is no several lights in front of a building', 'Several lights not in front of a building', 'Several lights in front of something. There is no building.'}",191.0,3.0,605.0,595.0
1429,"leaves on a tree, a sign, and a street light on a sidewalk in front of a building",10,6,4,0,2,"['there are no leaves on a tree, a sign, and a streetlight on a sidewalk in front of a building', 'Leaves on a tree, a sign, and something on a sidewalk in front of a building. There is no streetlight.', 'Leaves on a tree, something, and a streetlight on a sidewalk in front of a building. There is no sign.', 'Leaves not on a tree, a sign, and a streetlight not on a sidewalk in front of a building', 'Leaves on something, a sign, and a streetlight on a sidewalk in front of a building. There is no tree.']",51.0,20.0,570.0,304.0
1537,"lights on poles near a building, with people and squares nearby",10,5,5,0,1,"['Lights on poles near a building, with people and something nearby. There are no squares.', 'Lights on poles not near a building, with people and squares nearby', 'there are no lights on poles near a building, with people and squares nearby', 'Lights not on poles near a building, with people and squares nearby', 'Lights on poles near something, with people and squares nearby. There is no building.']",1.0,5.0,786.0,594.0
1559,"window, wall, and sign on a building, and another sign hanging from the building",10,6,4,0,2,"['Window, wall, and sign on something, and another sign hanging from the building. There is no building.', 'Window, wall, and sign on a building, and another sign hanging from the building. There is no window.', 'Window, wall, and sign on a building, and another sign hanging from the building. There is no wall.', 'Window, wall, and something on a building, and another something hanging from the building. There is no sign.', 'Window, wall, and sign on a building, and another sign not hanging from the building']",0.0,0.0,277.0,479.0
1564,several cars on a street,10,5,4,1,1,"{'Several cars not on a street', 'Cars that are not several on a street', 'Several cars on a street. There is no car.', 'Several cars on something. There is no street.', 'There is no several cars on a street'}",0.0,265.0,297.0,212.0
1672,a potted plant on a desk with papers; there is a pot on top of the table,10,6,3,1,3,"['There is no potted plant on a desk with papers; there is a pot on top of the table', 'A potted plant on a desk with papers; there is a pot on top of something. There is no table.', 'A potted plant on a desk with papers; on top of the table. There is no pot.', 'A potted plant on a desk with papers; there is a pot not on top of the table', 'A potted plant on a desk with papers; there is a pot on top of the table. There are no papers.']",98.0,189.0,537.0,341.0
1705,"a black chair with wheels in front of a desk, with a laptop and lamp on it",10,5,4,1,1,"['There is no black chair with wheels in front of a desk, with a laptop and lamp on it', 'A black chair with something in front of a desk, with a laptop and lamp on it. There are no wheels.', 'A a chair that is not black with wheels in front of a desk, with a laptop and lamp on it', 'A black chair with wheels in front of a desk, with a laptop and lamp not on it', 'A black chair with wheels in front not of a desk, with a laptop and lamp on it']",1.0,118.0,574.0,457.0
1707,"keyboard on desk, telephone and desk lamp on another desk, and a lamp shade on another desk",10,6,4,0,2,"['Keyboard on desk, telephone and desk lamp on another desk, and a something on another desk. There is no lamp shade.', 'Keyboard not on desk, telephone and desk lamp not on another desk, and a lamp shade not on another desk', 'Keyboard on desk, something and desk lamp on another desk, and a lamp shade on another desk. There is no telephone.', 'Keyboard on desk, telephone and something lamp on another desk, and a lamp shade on another desk. There is no desk.', 'Keyboard on desk, telephone and desk lamp on another desk, and a lamp shade on another desk. There is no keyboard.']",391.0,311.0,385.0,219.0
1873,man on a sidewalk near a lamp and a bench. there is a store window nearby,10,6,4,0,2,"['There is no man on a sidewalk near a lamp and a bench. There is a store window nearby', 'Man on something near a lamp and a bench. There is a store window nearby. There is no sidewalk.', 'Man on a sidewalk near a lamp and a bench. There is a store window nearby. There is no man.', 'Man on a sidewalk near a lamp and a bench. There is a store something nearby. There is no window.', 'Man on a sidewalk near a lamp and something. There is a store window nearby. There is no bench.']",318.0,1.0,479.0,598.0
1873,brick house with cars on the road in front of it,10,6,4,0,2,"['Brick house with cars on the road in front of it. There is no brick.', 'Brick house with cars on something in front of it. There is no road.', 'Brick house with cars on the road in front of it. There is no car.', 'There is no brick house with cars on the road in front of it', 'Brick house with cars not on the road in front of it']",1.0,3.0,386.0,596.0
1944,"window, another window, and another window on a building, and a wall supporting the building",10,6,4,0,2,"['Window, another window, and another window not on a building, and a wall supporting the building', 'Window, another window, and another window on a building, and a wall not supporting the building', 'Window, another window, and another something on a building, and a wall supporting the building. There is no window.', 'Window, another window, and another window on a building, and something supporting the building. There is no wall.', 'Window, another window, and another window on something, and a wall supporting the building. There is no building.']",228.0,2.0,546.0,428.0
1968,"windows, column, and chimney on a building",10,5,5,0,1,"['Windows, column, and chimney not on a building', 'Windows, column, and chimney on something. There is no building.', 'Windows, column, and chimney on a building. There are no windows.', 'Windows, column, and something on a building. There is no chimney.', 'there are no windows, column, and chimney on a building']",11.0,0.0,787.0,465.0
2026,a chair and cabinet next to each other; there is a tv in the cabinet and paper on top of the cabinet,10,5,4,1,1,"['A chair and cabinet next to each other; there is a TV in the cabinet and paper not on top of the cabinet', 'A chair and cabinet next to each other; there is a TV in the cabinet and paper on top of the cabinet. There is no chair.', 'A chair and cabinet next to each other; in the cabinet and paper on top of the cabinet. There is no TV.', 'A chair and cabinet next to each other; there is a TV not in the cabinet and paper on top of the cabinet', 'A chair and cabinet next to each other; there is a TV in the cabinet and something on top of the cabinet. There is no paper.']",5.0,24.0,543.0,571.0
2066,"paper, pen, and book on another table, and a seat next to the table",10,6,4,0,2,"['There is no paper, pen, and book on another table, and a seat next to the table', 'Paper, pen, and book on another table, and a seat next to the table. There is no pen.', 'Paper, pen, and book on something, and a seat next to the table. There is no table.', 'Paper, pen, and book on another table, and something next to the table. There is no seat.', 'Paper, pen, and book on another table, and a seat next to the table. There is no paper.']",125.0,227.0,404.0,366.0
2244,"car on the right, with a sewer on the pavement, and another car parked alongside the pavement with a mirror on it",10,6,4,0,2,"['Car on something, with a sewer on the pavement, and another car parked alongside the pavement with a mirror on it. There is no right.', 'Car on the right, with a sewer on the pavement, and another car parked alongside the pavement with something on it. There is no mirror.', 'Car on the right, with something on the pavement, and another car parked alongside the pavement with a mirror on it. There is no sewer.', 'Car on the right, with a sewer on the pavement, and another car not parked alongside the pavement with a mirror on it', 'Car not on the right, with a sewer not on the pavement, and another car parked alongside the pavement with a mirror not on it']",272.0,10.0,519.0,573.0
2381,"two bikes leaning on a pole, one with a basket, and a puddle on the sidewalk",10,6,4,0,2,"['Two bikes leaning on something, one with a basket, and a puddle on the sidewalk. There is no pole.', 'There is no two bikes leaning on a pole, one with a basket, and a puddle on the sidewalk', 'Two bikes leaning on a pole, one with a basket, and something on the sidewalk. There is no puddle.', 'Two bikes leaning on a pole, one with a basket, and a puddle on the sidewalk. There is no bike.', 'Two bikes not leaning on a pole, one with a basket, and a puddle on the sidewalk']",2.0,107.0,798.0,491.0
2381,person wearing a trench coat along a street with three buildings,10,6,4,0,2,"['Person wearing a trench coat along something with three buildings. There is no street.', 'Person wearing a trench coat along a street with three buildings. There is no person.', 'Person wearing something along a street with three buildings. There is no trench coat.', 'Person wearing a trench coat not along a street with three buildings', 'Person wearing a trench coat along a street with three buildings. There is no building.']",21.0,1.0,778.0,407.0
2433,"guard rail, metal pole, and railing on a bridge, with a support column connecting to the bridge",10,6,4,0,2,"['Guard rail, metal pole, and railing on a bridge, with a support column not connecting to the bridge', 'Guard rail, metal pole, and railing on something, with a support column connecting to the bridge. There is no bridge.', 'Guard rail, metal pole, and something on a bridge, with a support column connecting to the bridge. There is no railing.', 'Guard rail, metal pole, and railing on a bridge, with a support column connecting to the bridge. There is no guard rail.', 'Guard rail, metal pole, and railing on a bridge, with something connecting to the bridge. There is no support column.']",1.0,136.0,797.0,453.0
2434,tongs and grapes on a plate,10,6,4,0,2,"{'Tongs and grapes on a plate. There is no grape.', 'Tongs and grapes on something. There is no plate.', 'Tongs and grapes not on a plate', 'Tongs and grapes on a plate. There are no tongs.', 'there are no tongs and grapes on a plate'}",504.0,329.0,292.0,221.0
2445,"an arched window on a building, with other windows on the building",10,4,4,2,1,"['An arched window on a building, with other something on the building. There are no windows.', 'An arched window not on a building, with other windows not on the building', 'an window that is not arched on a building, with other windows on the building', 'An arched something on a building, with other windows on the building. There is no window.', 'An arched window on a building, with windows that are not other on the building']",0.0,0.0,254.0,381.0
2480,"hill with mountains and peaks, lake, and beach with evergreens",10,6,4,0,2,"['Hill with mountains and peaks, lake, and beach with evergreens. There are no peaks.', 'There is no hill with mountains and peaks, lake, and beach with evergreens', 'Hill with mountains and peaks, lake, and beach with evergreens. There is no hill.', 'Hill with mountains and peaks, lake, and beach with evergreens. There is no lake.', 'Hill with mountains and peaks, lake, and something with evergreens. There is no beach.']",1.0,0.0,796.0,599.0
2561,"car, another car, and another car on a road, and a bus spraying water",10,6,4,0,2,"['Car, another car, and another car on a road, and a bus spraying water. There is no water.', 'Car, another car, and another something on a road, and a bus spraying water. There is no car.', 'Car, another car, and another car not on a road, and a bus spraying water', 'Car, another car, and another car on a road, and a bus not spraying water', 'Car, another car, and another car on a road, and something spraying water. There are no buses.']",115.0,210.0,683.0,386.0
2564,"window, steps, and ivy on a building, with a railing for the steps",10,5,5,0,1,"['There is no window, steps, and ivy on a building, with a railing for the steps', 'Window, steps, and ivy on a building, with a railing for the steps. There is no window.', 'Window, steps, and ivy on a building, with something for the steps. There is no railing.', 'Window, steps, and ivy on something, with a railing for the steps. There is no building.', 'Window, steps, and ivy on a building, with a railing for the steps. There are no steps.']",35.0,6.0,523.0,414.0
2643,"deer with an ear, face, and mouth, and another deer with an ear",10,6,4,0,2,"{'Deer with an ear, face, and mouth, and another deer with an ear. There is no face.', 'Deer with something, face, and mouth, and another deer with something. There is no ear.', 'Deer with an ear, face, and mouth, and another something with an ear. There are no deer.', 'Deer with an ear, face, and mouth, and another deer with an ear. There is no mouth.', 'There is no deer with an ear, face, and mouth, and another deer with an ear'}",149.0,42.0,381.0,466.0
