image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
486,a bike near a fence with a sign in front of a building,6,4,2,0,2,"['A bike near a fence with something in front of a building. There is no sign.', 'There is no bike near a fence with a sign in front of a building', 'A bike near a fence with a sign in front of a building. There is no bike.', 'A bike near a fence with a sign not in front of a building', 'A bike near something with a sign in front of a building. There is no fence.']",210.0,136.0,464.0,337.0
493,a dresser against a wall with a picture on the wall,6,3,3,0,1,"['A dresser against a wall with a picture on the wall. There is no dresser.', 'A dresser against something with a picture on the wall. There is no wall.', 'A dresser against a wall with a picture not on the wall', 'A dresser against a wall with something on the wall. There is no picture.', 'A dresser not against a wall with a picture on the wall']",1.0,1.0,525.0,448.0
525,an outlet by a sink and cabinets up top by the wall,6,4,2,0,2,"['An outlet by a sink and cabinets not up top by the wall', 'An outlet by a sink and cabinets up top by the wall. There is no outlet.', 'An outlet by a sink and something up top by the wall. There are no cabinets.', 'An outlet by a sink and cabinets up top by something. There is no wall.', 'There is no outlet by a sink and cabinets up top by the wall']",226.0,0.0,568.0,598.0
531,fence behind chair with armrest and base,6,4,2,0,2,"['Fence behind chair with something and base. There is no armrest.', 'Fence not behind chair with armrest and base', 'Fence behind chair with armrest and base. There is no fence.', 'Fence behind chair with armrest and base. There is no base.', 'Fence behind something with armrest and base. There is no chair.']",437.0,4.0,363.0,571.0
543,a blow dryer hanging on the wall with a cord plugged into a wall socket,6,4,2,0,2,"['A blow-dryer not hanging on the wall with a cord plugged into a wall socket', 'A blow-dryer hanging on something with a cord plugged into a wall socket. There is no wall.', 'A blow-dryer hanging on the wall with a cord plugged into a wall socket. There is no wall socket.', 'A blow-dryer hanging on the wall with a cord plugged into a wall socket. There is no blow-dryer.', 'A blow-dryer hanging on the wall not with a cord plugged into a wall socket']",2.0,1.0,279.0,372.0
550,loveseat in front of french doors with a pillow,6,3,2,1,1,"['Loveseat in front of french doors with something. There is no pillow.', 'Loveseat in front of doors that are not french with a pillow', 'Loveseat in front of french doors with a pillow. There is no love seat.', 'Loveseat in front of french something with a pillow. There are no doors.', 'There is no love seat in front of french doors with a pillow']",561.0,127.0,237.0,392.0
569,sofa by a wall with gold trim,6,3,2,1,1,"{'Sofa by something with gold trim. There is no wall.', 'Sofa not by a wall with gold trim', 'Sofa by a wall with gold trim. There is no gold trim.', 'There is no sofa by a wall with gold trim', 'Sofa by a wall with gold trim. There is no sofa.'}",1.0,0.0,627.0,483.0
603,"a building with clear glass windows, and a star in one of the windows",6,3,2,1,1,"['A building with clear glass windows, and a star not in one of the windows', 'A building with clear glass windows, and a star in one of the windows. There is no building.', 'A building with clear glass windows, and a star in one of the windows', 'A building with clear glass windows, and a star in one of the windows. There is no store.', 'A building with clear glass windows, and a star in one of the windows. There are no glass windows.']",393.0,1.0,405.0,598.0
655,rocks by the water with a reflection of the sun,6,4,2,0,2,"['Rocks by the water with a reflection of something. There is no sun.', 'Rocks by the water with a reflection of the sun. There are no rocks.', 'Rocks by the water with something of the sun. There is no reflection.', 'there are no rocks by the water with a reflection of the sun', 'Rocks by something with a reflection of the sun. There is no water.']",9.0,1.0,788.0,598.0
703,cloud above hill and cloud2 in sky,6,4,2,0,2,"['Cloud above something and another cloud in sky. There is no hill.', 'Cloud above hill and another cloud not in sky', 'There is no cloud above hill and another cloud in sky', 'Cloud above hill and another something in sky. There is no cloud.', 'Cloud not above hill and another cloud in sky']",2.0,2.0,796.0,433.0
715,a woman is standing near the water on a dock with a boat nearby.,6,4,2,0,2,"['A woman is standing near the water on something with a boat nearby. There is no dock.', 'There is no woman is standing near the water on a dock with a boat nearby.', 'A woman is standing near the water on a dock with something nearby. There is no boat.', 'A woman is standing near something on a dock with a boat nearby. There is no water.', 'A woman is standing near the water on a dock with a boat nearby. There is no woman.']",401.0,172.0,356.0,197.0
716,a boy near a building with a brick in it,6,3,3,0,1,"['There is no boy near a building with a brick in it', 'A boy near something with a brick in it. There is no building.', 'A boy near a building with a brick in it. There is no boy.', 'A boy near a building with a brick not in it', 'A boy near a building with something in it. There is no brick.']",19.0,36.0,561.0,584.0
743,"a window on a large building, with a column in front of it.",6,3,2,1,1,"{'A window on a large building, with a column in front of it. There is no building.', 'A window on a large building, with something in front of it. There is no column.', 'A window not on a large building, with a column in front of it.', 'A window on a large building, with a column in front of it. There is no window.', 'There is no window on a large building, with a column in front of it.'}",527.0,1.0,272.0,450.0
769,multiple windows on a building,6,3,2,1,1,"{'Multiple windows on a building. There is no window.', 'There is no multiple windows on a building', 'Multiple windows not on a building', 'Windows that are not multiple on a building', 'Multiple windows on something. There is no building.'}",380.0,45.0,416.0,530.0
782,sign with children and a street with a pole,6,4,2,0,2,"{'Sign with children and a street with a pole. There is no sign.', 'Sign with children and a street with something. There is no pole.', 'Sign with children and something with a pole. There is no street.', 'There is no sign with children and a street with a pole', 'Sign with something and a street with a pole. There are no children.'}",0.0,232.0,364.0,357.0
800,a building with an arch and a window can be seen. there is also a tower.,6,4,2,0,2,"{'A building with an arch and a window can be seen. There is also a tower. There is no building.', 'There is no building with an arch and a window can be seen. There is also a tower.', 'A building with an arch and something can be seen. There is also a tower. There is no window.', 'A building with an arch and a window can be seen. There is also something. There is no tower.', 'A building with something and a window can be seen. There is also a tower. There is no arch.'}",0.0,20.0,796.0,416.0
819,a cloudy blue sky. there is a road.,6,3,1,2,2,"['A not cloudy blue sky. There is a road.', 'A cloudy blue sky. There is a road. There is no sky.', 'A cloudy blue sky.  Road. There is no a.', 'A cloudy blue sky. . There is no road.', 'There is no cloudy blue sky. There is a road.']",61.0,86.0,586.0,507.0
876,"a black sedan on a road, with a street light nearby",6,3,2,1,1,"['A black something on a road, with a streetlight nearby. There is no sedan.', 'A black sedan on something, with a streetlight nearby. There is no road.', 'There is no black sedan on a road, with a streetlight nearby', 'A a sedan that is not black on a road, with a streetlight nearby', 'A black sedan on a road, with something nearby. There is no streetlight.']",6.0,175.0,700.0,423.0
877,a tree on a street with yellow lines,6,3,2,1,1,"['A tree on something with yellow lines. There is no street.', 'A tree on a street with yellow lines. There are no lines.', 'A tree on a street with yellow lines. There is no tree.', 'A tree not on a street with yellow lines', 'There is no tree on a street with yellow lines']",0.0,190.0,797.0,408.0
881,"a girl with hair and a tray, and she has hair2",6,4,2,0,2,"{'A girl with hair and something, and she has another hair. There is no tray.', 'There is no girl with hair and a tray, and she has another hair', 'A girl with hair and a tray, and she not has another hair', 'A girl with something and a tray, and she has another hair. There is no hair.', 'A girl with hair and a tray, and she has another hair. There is no girl.'}",0.0,34.0,529.0,417.0
933,a girl with a hat and a boy,6,3,3,0,1,"{'A girl with a hat and a boy. There is no girl.', 'A girl not with a hat and a boy', 'A girl with a hat and something. There is no boy.', 'There is no girl with a hat and a boy', 'A girl with something and a boy. There is no hat.'}",231.0,23.0,328.0,335.0
949,multiple trees in a city,6,3,2,1,1,"{'There is no multiple trees in a city', 'Multiple trees not in a city', 'Multiple trees in a city. There is no tree.', 'Trees that are not multiple in a city', 'Multiple trees in something. There is no city.'}",128.0,23.0,622.0,506.0
1008,a frame around a picture on a wall,6,4,2,0,2,"['A frame not around a picture on a wall', 'There is no frame around a picture on a wall', 'A frame around a picture not on a wall', 'A frame around a picture on a wall. There is no frame.', 'A frame around something on a wall. There is no picture.']",1.0,1.0,446.0,285.0
1029,tv on back of passenger seat; driver seat with portable tv,6,3,2,1,1,"['Tv on back of passenger seat; driver seat with portable TV. there is no passenger seat.', 'Tv on back of passenger seat; something with portable TV. there is no driver seat.', 'Tv on back of passenger seat; driver seat with a TV that is not portable', 'Tv on back of passenger seat; driver seat not with portable TV', 'Tv not on back of passenger seat; driver seat with portable TV']",3.0,47.0,280.0,515.0
1060,two white fluffy pillows. there is a beds.,6,3,1,2,2,"['Two white fluffy pillows. there are a beds. There are no pillows.', 'Two white fluffy pillows. . There are no beds.', 'Two white pillows that are not fluffy. there are a beds.', 'There is no two white fluffy pillows. there are a beds.', 'Two white fluffy pillows. there are a beds.']",311.0,287.0,291.0,260.0
1142,there is a pot on the counter and a table in the kitchen.,6,4,2,0,2,"['There is a pot on the counter and a table not in the kitchen.', 'There is a pot on the counter and something in the kitchen. There is no table.', 'There is a pot not on the counter and a table in the kitchen.', ' On the counter and a table in the kitchen. There is no pot.', 'There is no there is a pot on the counter and a table in the kitchen.']",6.0,57.0,550.0,368.0
1150,there is a phone on the counter and a packet on the desk,6,4,2,0,2,"['There is a phone on the counter and a packet on something. There is no desk.', 'There is a phone not on the counter and a packet not on the desk', ' On the counter and a packet on the desk. There is no phone.', 'There is a phone on the counter and something on the desk. There is no packet.', 'There is a phone on something and a packet on the desk. There is no counter.']",8.0,196.0,256.0,275.0
1184,two vintage posters on a wall,6,3,2,1,1,"['There is no two vintage posters on a wall', 'Two posters that are not vintage on a wall', 'Two vintage posters not on a wall', 'Two vintage posters on a wall. There is no poster.', 'Two vintage posters on a wall. There is no picture.']",498.0,1.0,289.0,400.0
1187,a container under a microwave above a stove on a counter.,6,4,2,0,2,"['A container under a microwave not above a stove on a counter.', 'There is no container under a microwave above a stove on a counter.', 'A container not under a microwave above a stove on a counter.', 'A container under a microwave above something on a counter. There is no stove.', 'A container under a microwave above a stove on something. There is no counter.']",71.0,137.0,305.0,365.0
1201,a step on a staircase leading to the second floor,6,3,2,1,1,"['A step on a staircase leading to the second floor. There is no floor.', 'A step on a staircase not leading to the second floor', 'There is no step on a staircase leading to the second floor', 'A step not on a staircase leading to the second floor', 'A step on a staircase leading to the second floor. There is no step.']",2.0,120.0,445.0,380.0
1244,two red lines on a wall,6,3,2,1,1,"{'There is no two red lines on a wall', 'Two red lines on a wall. There is no line.', 'Two lines that are not red on a wall', 'Two red lines not on a wall', 'Two red lines on something. There is no wall.'}",97.0,79.0,447.0,235.0
1369,chair on chair2 in living room with fireplace,6,4,2,0,2,"['Chair on another chair in living room with fireplace. There is no fireplace.', 'Chair not on another chair in living room with fireplace', 'Chair on another chair not in living room with fireplace', 'There is no chair on another chair in living room with fireplace', 'Chair on another chair in something with fireplace. There is no living room.']",0.0,3.0,652.0,448.0
1401,"multiple chandeliers on a ceiling, with light shining on them",6,3,2,1,1,"['Multiple chandeliers on something, with light shining on them. There is no ceiling.', 'Multiple chandeliers not on a ceiling, with light shining not on them', 'Multiple something on a ceiling, with light shining on them. There are no chandeliers.', 'Chandeliers that are not multiple on a ceiling, with light shining on them', 'Multiple chandeliers on a ceiling, with something shining on them. There is no light.']",407.0,11.0,290.0,350.0
1456,a door that is built into a doorway and a tree by a church,6,4,2,0,2,"['A door that is built into something way and a tree by a church. There is no door.', 'A door that is built into a doorway and a tree by something. There is no church.', 'A door that is built into a doorway and a tree not by a church', 'There is no door that is built into a doorway and a tree by a church', 'A door that is built into a doorway and something by a church. There is no tree.']",41.0,18.0,579.0,462.0
1469,a chimney on a factory and an hvac system on a building,6,4,2,0,2,"['A chimney on a factory and a HVAC system on a building. There is no chimney.', 'A chimney on a factory and a HVAC system on something. There is no building.', 'A chimney on something and a HVAC system on a building. There is no factory.', 'A chimney on a factory and something on a building. There is no HVAC system.', 'A chimney not on a factory and a HVAC system not on a building']",283.0,1.0,515.0,262.0
1494,a window in a building and a window2 on a building,6,4,2,0,2,"{'A window not in a building and an another window on a building', 'A window in something and an another window on something. There is no building.', 'There is no window in a building and an another window on a building', 'A window in a building and an another window on a building. There is no window.', 'A window in a building and an another window not on a building'}",5.0,2.0,244.0,225.0
1524,a bottle on a counter and a coffee machine on another counter,6,4,2,0,2,"{'A bottle not on a counter and a coffee machine not on another counter', 'There is no bottle on a counter and a coffee machine on another counter', 'A bottle on something and a coffee machine on another counter. There is no counter.', 'A bottle on a counter and something on another counter. There is no coffee machine.', 'A bottle on a counter and a coffee machine on another counter. There is no bottle.'}",0.0,68.0,800.0,529.0
1562,black clock on a building,6,3,2,1,1,"{'A clock that is not black on a building', 'Black clock not on a building', 'There is no black clock on a building', 'Black something on a building. There is no clock.', 'Black clock on something. There is no building.'}",174.0,73.0,224.0,188.0
1595,pole on stairs with a pumpkin on the porch,6,4,2,0,2,"['Pole on stairs with a pumpkin on the porch. There is no pole.', 'Pole on stairs with something on the porch. There is no pumpkin.', 'Pole on something with a pumpkin on the porch. There are no stairs.', 'Pole on stairs with a pumpkin on something. There is no porch.', 'There is no pole on stairs with a pumpkin on the porch']",2.0,200.0,584.0,398.0
1614,colonel sanders on the side of a building with a sign,6,4,2,0,2,"['There is no colonel sanders on the side of a building with a sign', 'Colonel sanders on the side of a building with something. There is no sign.', 'Colonel sanders on the side of something with a sign. There is no building.', 'Colonel sanders on something of a building with a sign. There is no side.', 'Colonel sanders not on the side of a building with a sign']",6.0,0.0,187.0,317.0
1650,trees on side street. side street has trees.,6,2,2,2,1,"['Trees on side street. Side street not has trees.', 'there are no trees on side street. Side street has trees.', 'Trees on side street. Side something has trees. There is no street.', 'Trees on side street. Side street has trees. There are no trees.', 'Trees not on side street. Side street has trees.']",244.0,22.0,497.0,413.0
1685,papers and a folder on a desk,6,4,2,0,2,"{'there are no papers and a folder on a desk', 'Papers and a folder not on a desk', 'Papers and something on a desk. There is no folder.', 'Papers and a folder on a desk. There are no papers.', 'Papers and a folder on something. There is no desk.'}",16.0,263.0,463.0,334.0
1685,"a jacket on a chair, with two other chairs in the background",6,4,1,1,3,"{'There is no jacket on a chair, with two other chairs in the background', 'A jacket not on a chair, with two other chairs in the background', 'A jacket on a chair, with two other chairs in the background. There is no jacket.', 'A jacket on a chair, with two chairs that are not other in the background', 'A jacket on something, with two other chairs in the background. There is no chair.'}",349.0,293.0,323.0,301.0
1707,a filing cabinet pushed against the wall and a cabinet standing next to another file cabinet,6,4,2,0,2,"['There is no filing cabinet pushed against the wall and a cabinet standing next to another file cabinet', 'A filing cabinet not pushed against the wall and a cabinet standing next to another file cabinet', 'A filing cabinet pushed against something and a cabinet standing next to another file cabinet. There is no wall.', 'A filing cabinet pushed against the wall and a cabinet not standing next to another file cabinet', 'A filing something pushed against the wall and a something standing next to another file cabinet. There is no cabinet.']",526.0,122.0,248.0,231.0
1717,a bicycle leaning against a pole and a motorcycle parked next to a city street,6,4,2,0,2,"['A bicycle leaning against a pole and something parked next to a city street. There is no motorcycle.', 'A bicycle leaning against a pole and a motorcycle parked next to a city street. There is no bicycle.', 'A bicycle leaning against something and a motorcycle parked next to a city street. There is no pole.', 'There is no bicycle leaning against a pole and a motorcycle parked next to a city street', 'A bicycle leaning against a pole and a motorcycle parked next to something. There is no city street.']",4.0,113.0,772.0,480.0
1719,a sedan parked on the side of a road with a paper under the windshield wiper,6,4,2,0,2,"['A sedan parked on the side of a road with a paper not under the windshield wiper', 'A sedan parked on the side of a road with a paper under something. There is no windshield wiper.', 'A sedan parked on the side of a road with a paper under the windshield wiper. There is no sedan.', 'There is no sedan parked on the side of a road with a paper under the windshield wiper', 'A sedan parked on the side of something with a paper under the windshield wiper. There is no road.']",1.0,307.0,227.0,286.0
1720,a bike rack in front of a store with an awning near a building,6,4,2,0,2,"['A bike rack in front of a store with an awning near something. There is no building.', 'A bike rack in front of something with an awning near a building. There is no store.', 'A bike rack in front of a store with an awning near a building. There is no bike rack.', 'There is no bike rack in front of a store with an awning near a building', 'A bike rack in front of a store with an awning not near a building']",543.0,139.0,255.0,251.0
1781,a light on a building with a circular window,6,3,2,1,1,"['A light on a building with a window that is not circular', 'A light on a building with a circular window. There is no light.', 'There is no light on a building with a circular window', 'A light on a building with a circular window. There is no window.', 'A light on something with a circular window. There is no building.']",136.0,25.0,432.0,457.0
1811,man wearing a jacket on a sidewalk with a person,6,4,2,0,2,"['Man wearing something on a sidewalk with a person. There is no jacket.', 'There is no man wearing a jacket on a sidewalk with a person', 'Man wearing a jacket not on a sidewalk with a person', 'Man wearing a jacket on a sidewalk with a person. There is no man.', 'Man wearing a jacket on something with a person. There is no sidewalk.']",584.0,188.0,214.0,406.0
1813,a frame on a building with an emblem.,6,3,3,0,1,"{'A frame not on a building with an emblem.', 'A frame on a building with an emblem. There is no frame.', 'A frame on a building with something. There is no emblem.', 'A frame on something with an emblem. There is no building.', 'There is no frame on a building with an emblem.'}",34.0,4.0,608.0,497.0
1857,window in building with air conditioner,6,3,3,0,1,"{'Window not in building with air conditioner', 'Window in building with air conditioner. There is no air conditioner.', 'Window in something with air conditioner. There is no building.', 'There is no window in building with air conditioner', 'Window in building with air conditioner. There is no window.'}",1.0,0.0,405.0,327.0
1924,"a black car passing a statue, and a car passing the statue",6,3,2,1,1,"{'A a car that is not black passing a statue, and a car passing the statue', 'A black car not passing a statue, and a car not passing the statue', 'A black something passing a statue, and a something passing the statue. There is no car.', 'A black car passing something, and a car passing the statue. There is no statue.', 'There is no black car passing a statue, and a car passing the statue'}",223.0,240.0,411.0,247.0
1928,manhole in the street with road in front of building,6,4,2,0,2,"['Manhole not in the street with road not in front of building', 'Manhole in the street with something in front of building. There is no road.', 'Manhole in the street with road in front of building. There is no building.', 'Manhole in something with road in front of building. There is no street.', 'Manhole in the street with road in front of building. There is no manhole.']",75.0,5.0,661.0,589.0
1944,multiple windows adorning a house,6,3,2,1,1,"{'Multiple windows adorning a house. There is no window.', 'There is no multiple windows adorning a house', 'Windows that are not multiple adorning a house', 'Multiple windows not adorning a house', 'Multiple windows adorning something. There is no house.'}",225.0,1.0,551.0,426.0
1952,"person sitting on a white shirt on top of a blanket, under a tree",6,4,1,1,3,"['There is no person sitting on a white shirt on top of a blanket, under a tree', 'Person sitting on a white something on top of a blanket, under a tree. There is no shirt.', 'Person sitting on a white shirt on top of something, under a tree. There is no blanket.', 'Person sitting on a white shirt on top of a blanket, under something. There is no tree.', 'Person sitting on a white shirt on top of a blanket, under a tree. There is no person.']",1.0,0.0,427.0,476.0
1982,"hair dryer on a wall, with a light switch",6,3,2,1,1,"['Hair dryer not on a wall, with a light switch', 'Hair dryer on a wall, with a light switch. There is no hair dryer.', 'Hair dryer on a wall, with a light switch. There is no switch.', 'There is no hair dryer on a wall, with a light switch', 'Hair dryer on something, with a light switch. There is no wall.']",475.0,1.0,321.0,596.0
2000,bed with sheet and blanket,6,4,2,0,2,"['Bed with sheet and blanket. There is no bed.', 'Bed not with sheet and blanket', 'There is no bed with sheet and blanket', 'Bed with sheet not and blanket', 'Bed with sheet and blanket. There is no blanket.']",349.0,235.0,446.0,355.0
2016,center with drawers and television in armoir,6,4,2,0,2,"['Center with drawers and television in armor. There is no armor.', 'Center with drawers and something in armor. There is no television.', 'Center not with drawers and television in armor', 'Center with something and television in armor. There are no drawers.', 'There is no center with drawers and television in armor']",0.0,0.0,423.0,597.0
2043,"a trash can with a lid, and another trash can in the yard",6,4,2,0,2,"{'There is no trash can with a lid, and another trash can in the yard', 'A trash can with something, and another trash can in the yard. There is no lid.', 'A trash can with a lid, and another trash can in something. There is no yard.', 'A trash can with a lid, and another trash can not in the yard', 'A trash can with a lid, and another trash can in the yard. There is no trash can.'}",422.0,260.0,374.0,335.0
2063,tree above fence with shadow on patio,6,4,2,0,2,"['There is no tree above fence with shadow on patio', 'Tree above fence with something on patio. There is no shadow.', 'Tree above fence with shadow on patio. There is no patio.', 'Tree not above fence with shadow on patio', 'Tree above fence with shadow not on patio']",124.0,1.0,656.0,596.0
2066,flowers in a vase and another vase on a table,6,4,2,0,2,"['Flowers in a vase and another vase not on a table', 'there are no flowers in a vase and another vase on a table', 'Flowers not in a vase and another vase on a table', 'Flowers in a vase and another vase on something. There is no table.', 'Flowers in a vase and another vase on a table. There are no flowers.']",134.0,223.0,395.0,253.0
2091,multiple pieces of drapery on a window,6,3,2,1,1,"{'Multiple pieces of drapery on something. There is no window.', 'Multiple pieces of something on a window. There is no drapery.', 'Multiple pieces of drapery not on a window', 'There is no multiple pieces of drapery on a window', 'Pieces that are not multiple of drapery on a window'}",287.0,6.0,301.0,249.0
2117,a porch on a building with trash under it in a yard,6,4,2,0,2,"['A porch on a building with trash under it in something. There is no yard.', 'A porch on something with trash under it in a yard. There is no building.', 'A porch on a building with something under it in a yard. There is no trash.', 'A porch on a building with trash under it in a yard. There is no porch.', 'A porch on a building with trash not under it in a yard']",2.0,2.0,796.0,596.0
2129,multiple wine glasses in a closet,6,3,2,1,1,"{'Multiple wine glasses in something. There is no closet.', 'Multiple wine glasses in a closet', 'There is no multiple wine glasses in a closet', 'Multiple wine glasses not in a closet', 'Multiple something in a closet. There are no wine glasses.'}",469.0,156.0,213.0,286.0
